query,gt_attr_count,qmeans_attr_count,gt_attributes,qmeans_attributes,matched_key_count,key_match_rate_%,matched_keys,matched_key_priorities,value_match_count,value_match_rate_%,matched_values_detail,value_mismatch_detail,missing_gt_keys,missing_key_priorities,extra_qmeans_keys,extra_qmeans_key_count,critical_missing_key,assessment
"101-200 KW 1 HP Bharat Bijlee Ac Motor, 1500 rpm",5,5,brand=Bharat Bijlee; power=1 HP; power_kw=200 KW; speed=1500 RPM; motor_type=AC motor,horsepower=1 hp; power=101-200 kw; speed=1500 rpm; motor type=ac; brand=bharat bijlee,4,80.0,brand; power; speed; motor_type,brand(P1); power(P3); speed(P8); motor_type(P2),4,80.0,brand: GT=Bharat Bijlee | QM=bharat bijlee; power: GT=1 HP | QM=1 hp; speed: GT=1500 RPM | QM=1500 rpm; motor_type: GT=AC motor | QM=ac,(none),power_kw=200 KW,power_kw(P20),(none),0,power_kw(P20),PARTIAL_MATCH
Auto Switch for 3 Phase Motor,1,2,phase=three phase,phase=3 phase; usage=motor,1,100.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,(none),(none),(none),0,(none),PARTIAL_MATCH
crompton motors crompton motor 5 hp single phase,3,3,brand=Crompton; power=5 HP; phase=single phase,power=5 hp; brand=crompton; no of phase=single phase,3,100.0,brand; power; phase,brand(P1); power(P3); phase(P7),3,100.0,brand: GT=Crompton | QM=crompton; power: GT=5 HP | QM=5 hp; phase: GT=single phase | QM=single phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Motors,1,0,product_type=motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
electrical motor,1,2,product_type=motor,power source=electrical; part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),power source=electrical,1,(none),PERFECT_MATCH
"0.37 KW 0.5 HP Bharat Bijlee Electric Motor, 1500 rpm",4,5,brand=Bharat Bijlee; power=0.5 HP; power_kw=0.37 KW; speed=1500 RPM,power=0.37 kw; horsepower=0.5 hp; speed=1500 rpm; brand=bharat bijlee; power source=electric,3,75.0,brand; power; speed,brand(P1); power(P3); speed(P8),2,50.0,brand: GT=Bharat Bijlee | QM=bharat bijlee; speed: GT=1500 RPM | QM=1500 rpm,power: GT=0.5 HP | QM=0.37 kw,power_kw=0.37 KW,power_kw(P20),power source=electric,1,power_kw(P20),PARTIAL_MATCH
Three Phase Bharat Bijlee Motor,2,3,brand=Bharat Bijlee; phase=three phase,brand=bharat bijlee; part type=motor; phase=three phase,2,100.0,brand; phase,brand(P1); phase(P7),2,100.0,brand: GT=Bharat Bijlee | QM=bharat bijlee; phase: GT=three phase | QM=three phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
peco pk1 3 phase dol motor starter,3,3,brand=Peco; phase=three phase; product_type=motor starter,phase=3 phase; starter type=dol; brand=peco,2,66.7,brand; phase,brand(P1); phase(P7),1,33.3,brand: GT=Peco | QM=peco,phase: GT=three phase | QM=3 phase,product_type=motor starter,product_type(P6),starter type=dol,1,product_type(P6),PARTIAL_MATCH
Dol Motor Starter Dmc,1,3,product_type=motor starter,material=dmc; starter type=dol; usage=motor starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),starter type=dol,1,product_type(P6),NO_KEY_MATCH
tower-fan-motor,1,0,usage=fan,(empty),0,0.0,(none),(none),0,0.0,(none),(none),usage=fan,usage(P9),(none),0,usage(P9),NO_KEY_MATCH
"11 KW 15 HP Crompton Greaves Electric Motor, 1000 rpm",4,5,brand=Crompton Greaves; power=15 HP; power_kw=11 KW; speed=1000 RPM,speed=1000 rpm; power=11 kw; horsepower=15 hp; brand=crompton; power source=electric,3,75.0,brand; power; speed,brand(P1); power(P3); speed(P8),2,50.0,brand: GT=Crompton Greaves | QM=crompton; speed: GT=1000 RPM | QM=1000 rpm,power: GT=15 HP | QM=11 kw,power_kw=11 KW,power_kw(P20),power source=electric,1,power_kw(P20),PARTIAL_MATCH
"3 Phase Induction Motor, 3600 rpm, 4 Pole",4,3,phase=three phase; speed=3600 RPM; motor_type=induction motor; poles=4 pole,speed=3600; no of phase=3 phase; motor type=induction,3,75.0,phase; speed; motor_type,phase(P7); speed(P8); motor_type(P2),2,50.0,speed: GT=3600 RPM | QM=3600; motor_type: GT=induction motor | QM=induction,phase: GT=three phase | QM=3 phase,poles=4 pole,poles(P18),(none),0,poles(P18),PARTIAL_MATCH
Siemens Electric Motor,1,2,brand=Siemens,power source=electric; brand=siemens,1,100.0,brand,brand(P1),1,100.0,brand: GT=Siemens | QM=siemens,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
"3.7 KW 5 HP Crompton Greaves AC motor, 1500 rpm",5,5,brand=Crompton Greaves; power=5 HP; power_kw=3.7 KW; speed=1500 RPM; motor_type=AC motor,speed=1500 rpm; power=3.7 kw; horsepower=5 hp; motor type=ac; brand=crompton,4,80.0,brand; power; speed; motor_type,brand(P1); power(P3); speed(P8); motor_type(P2),3,60.0,brand: GT=Crompton Greaves | QM=crompton; speed: GT=1500 RPM | QM=1500 rpm; motor_type: GT=AC motor | QM=ac,power: GT=5 HP | QM=3.7 kw,power_kw=3.7 KW,power_kw(P20),(none),0,power_kw(P20),PARTIAL_MATCH
Crompton,1,1,brand=Crompton,brand=crompton,1,100.0,brand,brand(P1),1,100.0,brand: GT=Crompton | QM=crompton,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Crompton Greaves Industrial Motors,1,2,brand=Crompton Greaves,brand=crompton; usage=industrial,1,100.0,brand,brand(P1),1,100.0,brand: GT=Crompton Greaves | QM=crompton,(none),(none),(none),(none),0,(none),PERFECT_MATCH
White Motor Starter,1,2,product_type=motor starter,usage=motor starter; color=white,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),color=white,1,product_type(P6),NO_KEY_MATCH
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-1MA0 2.7 kW,4,4,brand=Siemens; power=2.7 KW; motor_type=servo motor; model_number=1FK2106-4AF10-1MA0,model name/number=1fk2106-4af10-1ma0; power=2.7 kw; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=2.7 KW | QM=2.7 kw; model_number: GT=1FK2106-4AF10-1MA0 | QM=1fk2106-4af10-1ma0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
CG Three Phase Crompton Greaves Flameproof Motor,3,4,brand=Crompton Greaves; phase=three phase; enclosure=flameproof,model name/number=cg; brand=crompton; motor type=flameproof motor; phase=three phase,2,66.7,brand; phase,brand(P1); phase(P7),2,66.7,brand: GT=Crompton Greaves | QM=crompton; phase: GT=three phase | QM=three phase,(none),enclosure=flameproof,enclosure(P14),(none),0,enclosure(P14),PARTIAL_MATCH
Makita HR-2440 Armature By PowerSpeed,2,2,brand=PowerSpeed; product_type=armature,type of power tool=armature; brand=powerspeed,2,100.0,brand; product_type,brand(P1); product_type(P6),2,100.0,brand: GT=PowerSpeed | QM=powerspeed; product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
bldc 50w 24v 3000rpm,4,4,power=50 W; voltage=24V; speed=3000 RPM; motor_type=BLDC motor,voltage=24v; speed=3000rpm; power=50w; motor type=bldc,4,100.0,power; voltage; speed; motor_type,power(P3); voltage(P4); speed(P8); motor_type(P2),2,50.0,voltage: GT=24V | QM=24v; motor_type: GT=BLDC motor | QM=bldc,power: GT=50 W | QM=50w; speed: GT=3000 RPM | QM=3000rpm,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Mixer Grinder Motor,1,2,usage=mixer grinder,usage=mixer grinder; part type=motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=mixer grinder | QM=mixer grinder,(none),(none),(none),(none),0,(none),PERFECT_MATCH
3000 rpm 24 v bldc 50w 24v 3000rpm,4,3,power=50 W; voltage=24V; speed=3000 RPM; motor_type=BLDC motor,voltage=24 v; speed=3000 rpm; power=50w,3,75.0,power; voltage; speed,power(P3); voltage(P4); speed(P8),1,25.0,speed: GT=3000 RPM | QM=3000 rpm,power: GT=50 W | QM=50w; voltage: GT=24V | QM=24 v,motor_type=BLDC motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
three phase 5 ac induction motor piece 10 hp 1440 rpm Three Phase Induction Motor Cg Make 3 HP,4,5,power=10 HP; phase=three phase; speed=1440 RPM; motor_type=induction motor,rated power=10 hp; speed=1440 rpm; motor type=ac induction; brand=cg; no of phase=three phase,4,100.0,power; phase; speed; motor_type,power(P3); phase(P7); speed(P8); motor_type(P2),3,75.0,power: GT=10 HP | QM=10 hp; phase: GT=three phase | QM=three phase; speed: GT=1440 RPM | QM=1440 rpm,motor_type: GT=induction motor | QM=ac induction,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
motor protection cover,1,1,product_type=motor,usage=motor protection,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Dwe4235 Armature,1,2,product_type=armature,motor part type=armature; model number=dwe4235,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
AM Gold Motor Starter,2,1,brand=AM Gold; product_type=motor starter,usage=motor starter,0,0.0,(none),(none),0,0.0,(none),(none),brand=AM Gold; product_type=motor starter,brand(P1); product_type(P6),(none),0,brand(P1),NO_KEY_MATCH
R. S. Series Geared Motors,1,1,motor_type=geared motor,series=r. s. series,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=geared motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0 1 kW,4,4,brand=Siemens; power=1 KW; motor_type=servo motor; model_number=1FK2104-6AF01-1SB0,power=1 kw; model name/number=1fk2104-6af01-1sb0; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=1 KW | QM=1 kw; model_number: GT=1FK2104-6AF01-1SB0 | QM=1fk2104-6af01-1sb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
3000  rpm 24  v 10 bldc 50w 24v 3000rpm,4,3,power=50 W; voltage=24V; speed=3000 RPM; motor_type=BLDC motor,voltage=24 v; speed=3000 rpm; power=50w,3,75.0,power; voltage; speed,power(P3); voltage(P4); speed(P8),1,25.0,speed: GT=3000 RPM | QM=3000 rpm,power: GT=50 W | QM=50w; voltage: GT=24V | QM=24 v,motor_type=BLDC motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
24  v 10 bldc 50w 24v 3000rpm,4,4,power=50 W; voltage=24V; speed=3000 RPM; motor_type=BLDC motor,voltage=24 v; speed=3000rpm; power=50w; motor type=bldc,4,100.0,power; voltage; speed; motor_type,power(P3); voltage(P4); speed(P8); motor_type(P2),1,25.0,motor_type: GT=BLDC motor | QM=bldc,power: GT=50 W | QM=50w; voltage: GT=24V | QM=24 v; speed: GT=3000 RPM | QM=3000rpm,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
makita mt240 cb203a cut off carbon brush,3,2,brand=Makita; product_type=carbon brush; current=203 A,type=cut off carbon brush; brush no.=mt240 cb203a,1,33.3,product_type,product_type(P6),1,33.3,product_type: GT=carbon brush | QM=cut off carbon brush,(none),brand=Makita; current=203 A,brand(P1); current(P10),brush no.=mt240 cb203a,1,brand(P1),LOW_MATCH
2 hp gear motor,2,2,power=2 HP; motor_type=geared motor,power=2 hp; motor type=gear motor,2,100.0,power; motor_type,power(P3); motor_type(P2),1,50.0,power: GT=2 HP | QM=2 hp,motor_type: GT=geared motor | QM=gear motor,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Induction Motor Cg Make,1,2,motor_type=induction motor,brand=cg; motor type=induction,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=induction motor | QM=induction,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Dual shaft Motor,1,0,shaft_type=dual shaft,(empty),0,0.0,(none),(none),0,0.0,(none),(none),shaft_type=dual shaft,shaft_type(P15),(none),0,shaft_type(P15),NO_KEY_MATCH
ac servo motor 750w,2,3,power=750 W; motor_type=servo motor,power=750w; motor type=ac; usage=servo,2,100.0,power; motor_type,power(P3); motor_type(P2),0,0.0,(none),power: GT=750 W | QM=750w; motor_type: GT=servo motor | QM=ac,(none),(none),(none),0,(none),PARTIAL_MATCH
ats480c66y,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Kirloskar Electric Motor,1,2,brand=Kirloskar,power source=electric; brand=kirloskar,1,100.0,brand,brand(P1),1,100.0,brand: GT=Kirloskar | QM=kirloskar,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
three  phase 1 ATS480C66Y,1,2,phase=three phase,model name/number=ats480c66y; phase=three phase,1,100.0,phase,phase(P7),1,100.0,phase: GT=three phase | QM=three phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
l and t mpower pro mobile motor starter,1,3,product_type=motor starter,brand=l and t; usage=motor starter; model name/number=mpower pro,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
zd motor 25 w small ac geared motors 220v,3,4,power=25 W; voltage=220V; motor_type=geared motor,voltage=220v; power=25 w; motor type=ac; brand=zd,3,100.0,power; voltage; motor_type,power(P3); voltage(P4); motor_type(P2),2,66.7,power: GT=25 W | QM=25 w; voltage: GT=220V | QM=220v,motor_type: GT=geared motor | QM=ac,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
kitchen hood motor,1,1,usage=kitchen chimney,usage=kitchen,1,100.0,usage,usage(P9),1,100.0,usage: GT=kitchen chimney | QM=kitchen,(none),(none),(none),(none),0,(none),PERFECT_MATCH
kapcon simi cooler motor,2,2,brand=Kapcon; usage=cooler,usage=cooler motor; brand=kapcon,2,100.0,brand; usage,brand(P1); usage(P9),2,100.0,brand: GT=Kapcon | QM=kapcon; usage: GT=cooler | QM=cooler motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Jayashree Rotory Encoder Hollow Shaft,3,2,brand=Jayashree; product_type=encoder; shaft_type=hollow shaft,product=encoder hollow shaft; brand=jayashree,2,66.7,brand; product_type,brand(P1); product_type(P6),2,66.7,brand: GT=Jayashree | QM=jayashree; product_type: GT=encoder | QM=encoder hollow shaft,(none),shaft_type=hollow shaft,shaft_type(P15),(none),0,shaft_type(P15),PARTIAL_MATCH
20w fan dc motor,3,3,power=20 W; motor_type=DC motor; usage=fan,power=20w; motor type=dc; usage=fan,3,100.0,power; motor_type; usage,power(P3); motor_type(P2); usage(P9),2,66.7,motor_type: GT=DC motor | QM=dc; usage: GT=fan | QM=fan,power: GT=20 W | QM=20w,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Wet Rice Grinders AUE Motors,1,1,product_type=motor,usage=rice grinders,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Electronic Starter,1,2,product_type=motor starter,power source=electronic; feeder type=starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),power source=electronic; feeder type=starter,2,product_type(P6),NO_KEY_MATCH
AC Synchronous Motors,1,1,motor_type=synchronous motor,motor type=ac,1,100.0,motor_type,motor_type(P2),0,0.0,(none),motor_type: GT=synchronous motor | QM=ac,(none),(none),(none),0,(none),PARTIAL_MATCH
Jayashree Encoder  : Hollow Shaft  J-50T,3,2,brand=Jayashree; product_type=encoder; shaft_type=hollow shaft,product=encoder; brand=jayashree,2,66.7,brand; product_type,brand(P1); product_type(P6),2,66.7,brand: GT=Jayashree | QM=jayashree; product_type: GT=encoder | QM=encoder,(none),shaft_type=hollow shaft,shaft_type(P15),(none),0,shaft_type(P15),PARTIAL_MATCH
Motor,1,1,product_type=motor,part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Remi Centrifuge Carbon Brush,3,2,brand=Remi; product_type=carbon brush; usage=centrifuge,type=carbon brush; brand=remi,2,66.7,brand; product_type,brand(P1); product_type(P6),2,66.7,brand: GT=Remi | QM=remi; product_type: GT=carbon brush | QM=carbon brush,(none),usage=centrifuge,usage(P9),(none),0,usage(P9),PARTIAL_MATCH
High po re,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
volvo & ir l&t case vibration motor shaft,2,1,brand=L&T; motor_type=vibratory motor,motor part type=shaft,0,0.0,(none),(none),0,0.0,(none),(none),brand=L&T; motor_type=vibratory motor,brand(P1); motor_type(P2),(none),0,brand(P1),NO_KEY_MATCH
Rawat+Induction+Motors,2,0,brand=Rawat; motor_type=induction motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),brand=Rawat; motor_type=induction motor,brand(P1); motor_type(P2),(none),0,brand(P1),NO_KEY_MATCH
havells single phase motor,2,3,brand=Havells; phase=single phase,brand=havells; part type=motor; phase=single phase,2,100.0,brand; phase,brand(P1); phase(P7),2,100.0,brand: GT=Havells | QM=havells; phase: GT=single phase | QM=single phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
HAVELLS 3 PHASE MOTORSIE2/IE3,3,2,brand=Havells; phase=three phase; efficiency=IE3,phase=3 phase; brand=havells,2,66.7,brand; phase,brand(P1); phase(P7),1,33.3,brand: GT=Havells | QM=havells,phase: GT=three phase | QM=3 phase,efficiency=IE3,efficiency(P13),(none),0,efficiency(P13),PARTIAL_MATCH
DHARMENDRA,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
vertical helical gear motor 5 hp,3,3,power=5 HP; motor_type=helical geared motor; mounting=vertical,power=5 hp; motor type=helical gear; orientation=vertical,2,66.7,power; motor_type,power(P3); motor_type(P2),2,66.7,power: GT=5 HP | QM=5 hp; motor_type: GT=helical geared motor | QM=helical gear,(none),mounting=vertical,mounting(P11),orientation=vertical,1,mounting(P11),PARTIAL_MATCH
Bosch parts,1,1,brand=Bosch,brand=bosch,1,100.0,brand,brand(P1),1,100.0,brand: GT=Bosch | QM=bosch,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Panasonic AC Servo Motor,2,3,brand=Panasonic; motor_type=servo motor,motor type=ac; brand=panasonic; usage=servo,2,100.0,brand; motor_type,brand(P1); motor_type(P2),1,50.0,brand: GT=Panasonic | QM=panasonic,motor_type: GT=servo motor | QM=ac,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
squirrel-cage-motors,1,1,product_type=motor,shape=squirrel-cage-motors,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),shape=squirrel-cage-motors,1,product_type(P6),NO_KEY_MATCH
Belimo Damper Actuator,2,2,brand=Belimo; product_type=actuator,brand=belimo; structure=damper actuator,1,50.0,brand,brand(P1),1,50.0,brand: GT=Belimo | QM=belimo,(none),product_type=actuator,product_type(P6),structure=damper actuator,1,product_type(P6),PARTIAL_MATCH
Squirrel Cage Induction Motor tefc type,2,1,motor_type=squirrel cage motor; enclosure=TEFC,motor type=squirrel cage induction,1,50.0,motor_type,motor_type(P2),0,0.0,(none),motor_type: GT=squirrel cage motor | QM=squirrel cage induction,enclosure=TEFC,enclosure(P14),(none),0,enclosure(P14),PARTIAL_MATCH
fn20c motor,1,2,product_type=motor,model name/number=fn20c; part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
fireproof motor,1,1,enclosure=flameproof,part type=motor,0,0.0,(none),(none),0,0.0,(none),(none),enclosure=flameproof,enclosure(P14),(none),0,enclosure(P14),NO_KEY_MATCH
Minas A6 Panasonic  Servo Motor & Driver,2,3,brand=Panasonic; motor_type=servo motor,model name/number=minas a6; brand=panasonic; product=servo motor & driver,1,50.0,brand,brand(P1),1,50.0,brand: GT=Panasonic | QM=panasonic,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Planetary Gear Motor,1,0,motor_type=planetary geared motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=planetary geared motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
Squirrel Cage Induction Motor tefc type 415v,3,2,voltage=415V; motor_type=squirrel cage motor; enclosure=TEFC,voltage=415v; motor type=squirrel cage induction,2,66.7,voltage; motor_type,voltage(P4); motor_type(P2),1,33.3,voltage: GT=415V | QM=415v,motor_type: GT=squirrel cage motor | QM=squirrel cage induction,enclosure=TEFC,enclosure(P14),(none),0,enclosure(P14),PARTIAL_MATCH
