query,gt_success,qmeans_success,gt_total_keys,gt_unique_values,qmeans_total_keys,matched_key_count,matched_value_count,gt_only_key_count,qmeans_only_key_count,key_match_rate,value_match_rate,matched_keys,gt_only_keys,qmeans_only_keys,matched_values,key_match_details_json,value_match_details_json
crompton 3 phase motor 7.5 hp i3,True,True,10,4,4,2,2,8,2,20.00%,50.00%,power; brand,motor type; company; hp; manufacturer; product type; phase; horsepower; supply phase,no of phase; processor,7.5 hp; crompton,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""7.5 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""7.5 hp"", ""value_also_matches"": true}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""crompton"", ""value_also_matches"": true}]","[{""value"": ""7.5 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""power""]}, {""value"": ""crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
linear actuator control board,True,True,4,1,0,0,0,4,0,0.00%,0.00%,,product category; category; application; use,,,[],[]
panasonic gar box,True,True,3,1,2,1,1,2,1,33.33%,100.00%,brand,manufacturer; company,packaging type,panasonic,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""panasonic"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""panasonic"", ""value_also_matches"": true}]","[{""value"": ""panasonic"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
ड्रोन डीसी मोटर,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,application; use,,,[],[]
single phase servo motor,True,True,4,2,2,1,2,3,1,25.00%,100.00%,phase,product type; motor type; supply phase,product,servo motor; single phase,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""single phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""single phase"", ""value_also_matches"": true}]","[{""value"": ""servo motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""product""]}, {""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""phase""]}]"
single phase mild steel geared motor,True,True,4,2,2,1,1,3,1,25.00%,50.00%,phase,product type; motor type; supply phase,material,single phase,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""single phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""single phase"", ""value_also_matches"": true}]","[{""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""phase""]}]"
Gold Power Single Phase Induction Motor,True,True,7,3,3,2,3,5,1,28.57%,100.00%,brand; motor type,company; manufacturer; product type; phase; supply phase,no of phase,gold power; induction motor; single phase,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""gold power"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""gold power"", ""value_also_matches"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""induction motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""induction motor"", ""value_also_matches"": true}]","[{""value"": ""gold power"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""induction motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""motor type""]}, {""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""no of phase""]}]"
Siemens 3TW72911AW78,True,True,6,2,2,1,2,5,1,16.67%,100.00%,brand,part number; company; manufacturer; model; model number,model name/number,3tw72911aw78; siemens,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""3tw72911aw78"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Siemens 3TW72911AW74,True,True,6,2,2,1,2,5,1,16.67%,100.00%,brand,part number; company; manufacturer; model; model number,model name/number,siemens; 3tw72911aw74,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""3tw72911aw74"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}]"
Siemens 3TW72911AW72,True,True,6,2,2,1,2,5,1,16.67%,100.00%,brand,part number; company; manufacturer; model; model number,model name/number,siemens; 3tw72911aw72,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""3tw72911aw72"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}]"
Siemens 3TW72911AW71,True,True,6,2,2,1,2,5,1,16.67%,100.00%,brand,part number; company; manufacturer; model; model number,model name/number,3tw72911aw71; siemens,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""3tw72911aw71"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Vertical Hollow Shaft Motor Service,True,True,6,3,1,0,0,6,1,0.00%,0.00%,,shaft type; mounting; mounting type; product type; shaft; motor type,orientation,,[],[]
Siemens 3TW72911AW69,True,True,6,2,2,1,2,5,1,16.67%,100.00%,brand,part number; company; manufacturer; model; model number,model name/number,siemens; 3tw72911aw69,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""3tw72911aw69"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}]"
Siemens 3TW72911AW68,True,True,6,2,2,1,2,5,1,16.67%,100.00%,brand,part number; company; manufacturer; model; model number,model name/number,3tw72911aw68; siemens,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""3tw72911aw68"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Siemens 3TW72911AW66,True,True,6,2,2,1,2,5,1,16.67%,100.00%,brand,part number; company; manufacturer; model; model number,model name/number,siemens; 3tw72911aw66,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""3tw72911aw66"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}]"
Siemens 3TW72911AW64,True,True,6,2,2,1,2,5,1,16.67%,100.00%,brand,part number; company; manufacturer; model; model number,model name/number,3tw72911aw64; siemens,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""3tw72911aw64"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
100 HP to 2000 HP  Slip Ring Motor Starter,True,True,7,3,3,1,0,6,2,14.29%,0.00%,power,use; hp; application; product type; horsepower; motor type,usage; starter type,,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""100 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""100 hp to 2000 hp"", ""value_also_matches"": false}]",[]
Crompton Single Phase Electric Motor,True,False,7,3,0,0,0,7,0,0.00%,0.00%,,brand; manufacturer; company; motor type; product type; phase; supply phase,,,[],[]
6 for business use piece electronic Valve Positioners,True,True,4,1,0,0,0,4,0,0.00%,0.00%,,product category; category; application; use,,,[],[]
drondch motor,True,True,2,1,1,0,1,2,1,0.00%,100.00%,,product type; motor type,part type,motor,[],"[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""part type""]}]"
STP-43D2035 Stepper Motor,True,True,7,3,2,1,1,6,1,14.29%,33.33%,motor type,part number; model; product type; model number; phase; supply phase,model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF01-1MB0,True,True,8,3,3,1,3,7,2,12.50%,100.00%,brand,part number; company; manufacturer; model; product type; model number; motor type,usage; model name/number,1fk2104-6af01-1mb0; siemens; servo motor,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""1fk2104-6af01-1mb0"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""servo motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
Crompton 0.5hp Motor,True,True,8,3,3,2,2,6,1,25.00%,66.67%,power; brand,company; hp; manufacturer; product type; horsepower; motor type,part type,crompton; motor,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""0.5 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""0.5hp"", ""value_also_matches"": false}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""crompton"", ""value_also_matches"": true}]","[{""value"": ""crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""part type""]}]"
Jencode Hollow Shaft Encoder,True,True,7,3,1,0,1,7,1,0.00%,33.33%,,shaft type; brand; company; manufacturer; product category; shaft; category,encoder type,hollow shaft,[],"[{""value"": ""hollow shaft"", ""gt_keys"": [{""key"": ""shaft_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""shaft"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""encoder type""]}]"
AC MOTARS,True,True,4,2,1,0,1,4,1,0.00%,50.00%,,product type; current type; supply type; motor type,power source,ac,[],"[{""value"": ""ac"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""power source""]}]"
Hadrulicl Power motar,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,product type; motor type,,,[],[]
RC Car Brushless ESC Platinum Edition 120A,True,True,6,3,0,0,0,4,0,0.00%,0.00%,,product category; category; application; use,,,[],[]
RPG15Q Motor,True,True,5,2,2,0,1,5,2,0.00%,50.00%,,brand; company; manufacturer; product type; motor type,part type; model name/number,motor,[],"[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""part type""]}]"
Honeywell V4055 Fuild Power Actuator,True,True,10,3,3,1,2,9,2,10.00%,66.67%,brand,part number; company; use; application; manufacturer; model; product category; category; model number,model name/number; actuator type,v4055; honeywell,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""honeywell"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""honeywell"", ""value_also_matches"": true}]","[{""value"": ""v4055"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""honeywell"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
servo motor .,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,product type; motor type,,,[],[]
L & T SOFT STARTOR,True,True,5,2,1,1,0,4,0,20.00%,0.00%,brand,product category; category; manufacturer; company,,,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""l&t"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""l & t"", ""value_also_matches"": false}]",[]
775 dc motor,True,True,4,2,2,1,1,3,1,25.00%,50.00%,motor type,product type; current type; supply type,model name/number,dc,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""dc motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""dc"", ""value_also_matches"": false}]","[{""value"": ""dc"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""motor type""]}]"
