query,ground_truth_count,qmeans_attr_count,gemini_attr_count,gemma_attr_count,groundtruth_attr_key_1,groundtruth_attr_value_1,groundtruth_attr_key_2,groundtruth_attr_value_2,groundtruth_attr_key_3,groundtruth_attr_value_3,groundtruth_attr_key_4,groundtruth_attr_value_4,groundtruth_attr_key_5,groundtruth_attr_value_5,groundtruth_attr_key_6,groundtruth_attr_value_6,groundtruth_attr_key_7,groundtruth_attr_value_7,groundtruth_attr_key_8,groundtruth_attr_value_8,groundtruth_attr_key_9,groundtruth_attr_value_9,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,gemma_attr_key_1,gemma_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,gemma_attr_key_2,gemma_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,gemma_attr_key_3,gemma_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,gemma_attr_key_4,gemma_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,gemma_attr_key_5,gemma_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,gemma_attr_key_6,gemma_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,gemma_attr_key_7,gemma_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,gemma_attr_key_8,gemma_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,gemma_attr_key_9,gemma_attr_value_9,COUNT_MATCH,HIGH_COUNT,qmeans_vs_gemini_attr_1_key_match,qmeans_vs_gemini_attr_1_value_match,qmeans_vs_gemini_attr_2_key_match,qmeans_vs_gemini_attr_2_value_match,qmeans_vs_gemini_attr_3_key_match,qmeans_vs_gemini_attr_3_value_match,qmeans_vs_gemini_attr_4_key_match,qmeans_vs_gemini_attr_4_value_match,qmeans_vs_gemini_attr_5_key_match,qmeans_vs_gemini_attr_5_value_match,qmeans_vs_gemini_attr_6_key_match,qmeans_vs_gemini_attr_6_value_match,qmeans_vs_gemini_attr_7_key_match,qmeans_vs_gemini_attr_7_value_match,qmeans_vs_gemini_attr_8_key_match,qmeans_vs_gemini_attr_8_value_match,qmeans_vs_gemini_attr_9_key_match,qmeans_vs_gemini_attr_9_value_match,gemini_vs_qmeans_attr_1_key_match,gemini_vs_qmeans_attr_1_value_match,gemini_vs_qmeans_attr_2_key_match,gemini_vs_qmeans_attr_2_value_match,gemini_vs_qmeans_attr_3_key_match,gemini_vs_qmeans_attr_3_value_match,gemini_vs_qmeans_attr_4_key_match,gemini_vs_qmeans_attr_4_value_match,gemini_vs_qmeans_attr_5_key_match,gemini_vs_qmeans_attr_5_value_match,gemini_vs_qmeans_attr_6_key_match,gemini_vs_qmeans_attr_6_value_match,gemini_vs_qmeans_attr_7_key_match,gemini_vs_qmeans_attr_7_value_match,gemini_vs_qmeans_attr_8_key_match,gemini_vs_qmeans_attr_8_value_match,gemini_vs_qmeans_attr_9_key_match,gemini_vs_qmeans_attr_9_value_match,groundtruth_vs_qmeans_attr_1_key_match,groundtruth_vs_qmeans_attr_1_value_match,groundtruth_vs_qmeans_attr_2_key_match,groundtruth_vs_qmeans_attr_2_value_match,groundtruth_vs_qmeans_attr_3_key_match,groundtruth_vs_qmeans_attr_3_value_match,groundtruth_vs_qmeans_attr_4_key_match,groundtruth_vs_qmeans_attr_4_value_match,groundtruth_vs_qmeans_attr_5_key_match,groundtruth_vs_qmeans_attr_5_value_match,groundtruth_vs_qmeans_attr_6_key_match,groundtruth_vs_qmeans_attr_6_value_match,groundtruth_vs_qmeans_attr_7_key_match,groundtruth_vs_qmeans_attr_7_value_match,groundtruth_vs_qmeans_attr_8_key_match,groundtruth_vs_qmeans_attr_8_value_match,groundtruth_vs_qmeans_attr_9_key_match,groundtruth_vs_qmeans_attr_9_value_match,groundtruth_vs_gemini_attr_1_key_match,groundtruth_vs_gemini_attr_1_value_match,groundtruth_vs_gemini_attr_2_key_match,groundtruth_vs_gemini_attr_2_value_match,groundtruth_vs_gemini_attr_3_key_match,groundtruth_vs_gemini_attr_3_value_match,groundtruth_vs_gemini_attr_4_key_match,groundtruth_vs_gemini_attr_4_value_match,groundtruth_vs_gemini_attr_5_key_match,groundtruth_vs_gemini_attr_5_value_match,groundtruth_vs_gemini_attr_6_key_match,groundtruth_vs_gemini_attr_6_value_match,groundtruth_vs_gemini_attr_7_key_match,groundtruth_vs_gemini_attr_7_value_match,groundtruth_vs_gemini_attr_8_key_match,groundtruth_vs_gemini_attr_8_value_match,groundtruth_vs_gemini_attr_9_key_match,groundtruth_vs_gemini_attr_9_value_match,qmeans_vs_gemma_attr_1_key_match,qmeans_vs_gemma_attr_1_value_match,qmeans_vs_gemma_attr_2_key_match,qmeans_vs_gemma_attr_2_value_match,qmeans_vs_gemma_attr_3_key_match,qmeans_vs_gemma_attr_3_value_match,qmeans_vs_gemma_attr_4_key_match,qmeans_vs_gemma_attr_4_value_match,qmeans_vs_gemma_attr_5_key_match,qmeans_vs_gemma_attr_5_value_match,qmeans_vs_gemma_attr_6_key_match,qmeans_vs_gemma_attr_6_value_match,qmeans_vs_gemma_attr_7_key_match,qmeans_vs_gemma_attr_7_value_match,qmeans_vs_gemma_attr_8_key_match,qmeans_vs_gemma_attr_8_value_match,qmeans_vs_gemma_attr_9_key_match,qmeans_vs_gemma_attr_9_value_match,gemma_vs_qmeans_attr_1_key_match,gemma_vs_qmeans_attr_1_value_match,gemma_vs_qmeans_attr_2_key_match,gemma_vs_qmeans_attr_2_value_match,gemma_vs_qmeans_attr_3_key_match,gemma_vs_qmeans_attr_3_value_match,gemma_vs_qmeans_attr_4_key_match,gemma_vs_qmeans_attr_4_value_match,gemma_vs_qmeans_attr_5_key_match,gemma_vs_qmeans_attr_5_value_match,gemma_vs_qmeans_attr_6_key_match,gemma_vs_qmeans_attr_6_value_match,gemma_vs_qmeans_attr_7_key_match,gemma_vs_qmeans_attr_7_value_match,gemma_vs_qmeans_attr_8_key_match,gemma_vs_qmeans_attr_8_value_match,gemma_vs_qmeans_attr_9_key_match,gemma_vs_qmeans_attr_9_value_match,gemini_vs_gemma_attr_1_key_match,gemini_vs_gemma_attr_1_value_match,gemini_vs_gemma_attr_2_key_match,gemini_vs_gemma_attr_2_value_match,gemini_vs_gemma_attr_3_key_match,gemini_vs_gemma_attr_3_value_match,gemini_vs_gemma_attr_4_key_match,gemini_vs_gemma_attr_4_value_match,gemini_vs_gemma_attr_5_key_match,gemini_vs_gemma_attr_5_value_match,gemini_vs_gemma_attr_6_key_match,gemini_vs_gemma_attr_6_value_match,gemini_vs_gemma_attr_7_key_match,gemini_vs_gemma_attr_7_value_match,gemini_vs_gemma_attr_8_key_match,gemini_vs_gemma_attr_8_value_match,gemini_vs_gemma_attr_9_key_match,gemini_vs_gemma_attr_9_value_match,gemma_vs_gemini_attr_1_key_match,gemma_vs_gemini_attr_1_value_match,gemma_vs_gemini_attr_2_key_match,gemma_vs_gemini_attr_2_value_match,gemma_vs_gemini_attr_3_key_match,gemma_vs_gemini_attr_3_value_match,gemma_vs_gemini_attr_4_key_match,gemma_vs_gemini_attr_4_value_match,gemma_vs_gemini_attr_5_key_match,gemma_vs_gemini_attr_5_value_match,gemma_vs_gemini_attr_6_key_match,gemma_vs_gemini_attr_6_value_match,gemma_vs_gemini_attr_7_key_match,gemma_vs_gemini_attr_7_value_match,gemma_vs_gemini_attr_8_key_match,gemma_vs_gemini_attr_8_value_match,gemma_vs_gemini_attr_9_key_match,gemma_vs_gemini_attr_9_value_match,groundtruth_vs_gemma_attr_1_key_match,groundtruth_vs_gemma_attr_1_value_match,groundtruth_vs_gemma_attr_2_key_match,groundtruth_vs_gemma_attr_2_value_match,groundtruth_vs_gemma_attr_3_key_match,groundtruth_vs_gemma_attr_3_value_match,groundtruth_vs_gemma_attr_4_key_match,groundtruth_vs_gemma_attr_4_value_match,groundtruth_vs_gemma_attr_5_key_match,groundtruth_vs_gemma_attr_5_value_match,groundtruth_vs_gemma_attr_6_key_match,groundtruth_vs_gemma_attr_6_value_match,groundtruth_vs_gemma_attr_7_key_match,groundtruth_vs_gemma_attr_7_value_match,groundtruth_vs_gemma_attr_8_key_match,groundtruth_vs_gemma_attr_8_value_match,groundtruth_vs_gemma_attr_9_key_match,groundtruth_vs_gemma_attr_9_value_match
"semi-automatic single die extruder for research, capacity: 10 kg, power: 50 hp",5,4,4,4,automation grade,semi-automatic,capacity,10 kg,power,50 hp,product,single die extruder,usage/application,research,,,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,application,"for research, capacity: 10 kg, power: 50 hp",capacity,10 kg,capacity(kg),10 kg,automation_type,semi-automatic,motor power,50 hp,die,single die,die,single die,number of dies,single,motor power,50 hp,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,
pp body silver refining plant 25 kg,3,3,3,3,body material,pp,capacity,25 kg,product,silver refining plant,,,,,,,,,,,,,capacity,25 kg,body material,pp,capacity,25 kg,material,pp,usage/application,silver refining plant,heating_range,silver refining plant,type,refining,weight,25 kg,material_used,pp body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
"bitumen extractor for food processing use, 1000 liter, 480 v, gold star brand",5,3,5,5,brand,gold star,capacity,1000 liter,product,bitumen extractor,usage/application,food processing,voltage,480 v,,,,,,,,,brand,gold star,application,food process industry,brand_make,gold star brand,machine type,bitumen extractor,brand,gold star,general_use,for food processing use,usage,food processing,oil tank capacity,1000 liter,product_type,bitumen extractor,,,product type,bitumen extractor,storage_capacity,1000 liter,,,voltage (v),480 v,voltage,480 v,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"gemini,gemma",TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,
fully automatic pipe extrusion machine,2,2,2,2,automation grade,fully automatic,product,pipe extrusion machine,,,,,,,,,,,,,,,automation grade,automatic,automation grade,fully automatic,functional,fully automatic,machine type,extrusion,type,pipe extruder,type,pipe extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
500 kg/hr metal refining plant,2,2,2,2,capacity,500 kg/hr,product,metal refining plant,,,,,,,,,,,,,,,capacity,500 kg/hr,material to be extruded,metal,capacity,500 kg/hr,usage,metal refining,production capacity,500 kg/hr,type,metal refining plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
industrial centrifuge extractor swaraj 10 ton 240 v automatic,6,6,3,5,automation grade,automatic,brand,swaraj,capacity,10 ton,product,centrifuge extractor,usage/application,industrial,voltage,240 v,,,,,,,automation grade,automatic,automation grade,automatic,brand_make,swaraj,brand,swaraj,usage/application,industrial,machine_weight,10 ton,capacity,10 ton,voltage,240 v,mode,automatic,product,centrifuge extractor,,,type,industrial centrifuge extractor,usage,industrial,,,voltage,240 v,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,
used herbal extraction plant,2,2,2,2,condition,used,product,herbal extraction plant,,,,,,,,,,,,,,,condition,used,condition,used,condition,used,product,herbal,usage/application,herbal extraction,type,herbal extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
"manual silver refinery machine for research applications, 5 kg capacity, 380 v voltage rating, single phase power supply, stainless steel body",7,4,6,7,automation grade,manual,body material,stainless steel,capacity,5 kg,phase,single phase,product,silver refinery machine,usage/application,research,voltage,380 v,,,,,automation grade,manual,automation grade,manual,material,"power supply, stainless steel body",capacity,5 kg,body material,stainless steel,material_loading_capacity,5 kg capacity,material,stainless steel,capacity(kg),5 kg,power_source,"voltage rating, single phase",model name/number,silver refinery,metal,silver,type,machine for research applications,,,phase,single phase,uses,silver refinery,,,voltage (v),380 v,voltage,380 v,,,,,work_type,manual,,,,,,,,,,,,,FALSE,gemma,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,
stainless steel body foam extruder with 50 tpd capacity and 240 v voltage,4,3,3,3,body material,stainless steel,capacity,50 tpd,product,foam extruder,voltage,240 v,,,,,,,,,,,capacity,50 tpd,body material,stainless steel,material,stainless steel,material,stainless steel,capacity,50 tpd,power,with 50 tpd capacity and 240 v voltage,voltage,240 v,voltage,240 v,type,body foam extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,
ss 316 body centrifuge extractor with 5 tpd capacity and 400 v voltage,4,4,4,4,body material,ss 316,capacity,5 tpd,product,centrifuge extractor,voltage,400 v,,,,,,,,,,,capacity,5 tpd,body material,ss,capacity,with 5 tpd capacity and 400 v voltage,material grade,ss 316,capacity,5 tpd,extractor_type,centrifuge extractor,product,centrifuge,material grade,316,material,body,voltage,400 v,voltage,400 v,material_of_constructioncontact,ss 316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,TRUE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,
"fully automatic pvc multi layer extruder, capacity: 20 tpd, voltage: 400 v, phase: three phase",6,4,5,3,automation grade,fully automatic,body material,pvc,capacity,20 tpd,phase,three phase,product,multi layer extruder,voltage,400 v,,,,,,,automation grade,automatic,automation grade,fully automatic,control_panel,fully automatic,capacity,20 tpd,capacity,20 tpd,material_to_be_extruded,pvc multi layer,material,pvc,phase,three phase,type,"extruder, capacity: 20 tpd, voltage: 400 v, phase: three phase",phase,three phase,plastic processed,pvc,,,,,voltage,400 v,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,
refurbished polymer extruder,2,2,0,2,condition,refurbished,product,polymer extruder,,,,,,,,,,,,,,,material,polymer,,,condition,refurbished,type,extruder,,,machine_types,polymer extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"qmeans,gemma",FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
refurbished xlpe cable extruder,2,3,0,3,condition,refurbished,product,xlpe cable extruder,,,,,,,,,,,,,,,machine condition,refurbished,,,condition,refurbished,material,xlpe,,,material_to_be_extruded,xlpe cable,type,cable extruder,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"qmeans,gemma",FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
"gold refining machine - labh group make, 100 kg, pp, single phase",5,3,3,5,body material,pp,brand,labh group,capacity,100 kg,phase,single phase,product,gold refining machine,,,,,,,,,brand,labh group,capacity(kg),100 kg,brand,- labh group make,phase,single phase,material,pp,capacity,100 kg,usage,gold refining,phase,single phase,electricity_connection,single phase,,,,,plastic_processed,pp,,,,,type,gold refining machine,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemma,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,
gold refining machine 440 v,2,1,2,2,product,gold refining machine,voltage,440 v,,,,,,,,,,,,,,,voltage,440 v,product type,gold refining plant,type,gold refining machine,,,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"gemini,gemma",TRUE,TRUE,,,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,
cable extruder single screw design 25 kg,3,1,2,3,capacity,25 kg,product,cable extruder,screw design,single screw,,,,,,,,,,,,,capacity,25 kg,screw design,single screw,capacity,25 kg,,,weight,25 kg,screw_design,single screw design,,,,,type,cable extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemma,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
