keyword,api_mcat_name,api_mcat_id,api_accuracy,trans_mcat_name,trans_mcat_id,trans_vs_api_id,trans_vs_api_name,unsloth_mcat_name,unsloth_mcat_id,unsloth_vs_api_id,unsloth_vs_api_name,trans_vs_unsloth_id,all_three_agree
schubert and salzer positioner,Valve Positioners,40629,High,Valve Positioners,40629,MATCH,MATCH,Valve Positioners,40629,MATCH,MATCH,MATCH,YES
polisher-motor,Polisher Motor,106938,High,Polisher Motor,106938,MATCH,MATCH,Polisher Motor,106938,MATCH,MATCH,MATCH,YES
Electric Vibratory Motor,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
Abb Electric Motor 50hp 1500 Rpm,ABB Electric Motor,181114,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Electric Motor,52930,DIFF,DIFF,MATCH,NO
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Siemens Face Mounted Induction Motor,Siemens Induction Motors,203372,High,Siemens Induction Motors,203372,MATCH,MATCH,Siemens Induction Motors,203372,MATCH,MATCH,MATCH,YES
5 HP Three Phase Motor,Three Phase Motor,2415,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Motor,2415,MATCH,MATCH,DIFF,NO
APEX COOL 410W MOTOR,Cooling Tower Motors,131722,Medium,Cooler Motor,52897,DIFF,DIFF,Cooler Motor,52897,DIFF,DIFF,MATCH,NO
Motar Starter,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
Siemens 7.5 KW 2 HP Electric Motor,Siemens Electric Motor,184089,High,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
Unbalance Vibratory Motors,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
Sew Brake Motor,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Brake Motors,21078,MATCH,MATCH,MATCH,YES
ABB Three Phase Induction Motor,ABB Induction Motor,193239,High,ABB Induction Motor,193239,MATCH,MATCH,ABB Induction Motor,193239,MATCH,MATCH,MATCH,YES
Oriental motor,Electric Motor,1274,High,Stepper Motor,18794,DIFF,DIFF,Stepper Motor,18794,DIFF,DIFF,MATCH,NO
3 phase auto starter,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
Type 200 17 Inch Copper Exhaust Fan Motor,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Exhaust Fan Motor,28080,MATCH,MATCH,MATCH,YES
Openable Gate Motor,Gate Motor,29337,High,Gate Motor,29337,MATCH,MATCH,Gate Motor,29337,MATCH,MATCH,MATCH,YES
hollow shaft encoder,Hollow Shaft Encoders,30451,High,Hollow Shaft Encoders,30451,MATCH,MATCH,Hollow Shaft Encoders,30451,MATCH,MATCH,MATCH,YES
pbl-right-angled-helical-bevel-geared-motor,PBL Geared Motors,206096,High,Helical Geared Motor,43308,DIFF,DIFF,Helical Geared Motor,43308,DIFF,DIFF,MATCH,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF00-1MA0 2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-1SA0  2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Foredom Flex Shaft Motor,Flexible Shaft Motor,189999,High,Flexible Shaft Motor,189999,MATCH,MATCH,Flexible Shaft Motor,189999,MATCH,MATCH,MATCH,YES
lift-motor,Lift Motor,77611,High,Lift Motor,77611,MATCH,MATCH,Lift Motor,77611,MATCH,MATCH,MATCH,YES
aira mild steel pneumatic rotary actuator,Pneumatic Rotary Actuators,183587,High,Pneumatic Rotary Actuators,183587,MATCH,MATCH,Pneumatic Rotary Actuators,183587,MATCH,MATCH,MATCH,YES
flange type 25 hp motor,Flange Motors,6408,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
3 phase dol motor starter,3 Phase Motor Starter,226794,High,DOL Starter,26266,DIFF,DIFF,DOL Starter,26266,DIFF,DIFF,MATCH,NO
Siemens Three Phase Electric Motor,Siemens Electric Motor,184089,High,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
Lubi Electrical Motor,Electric Motor,1274,High,Electric Motor,1274,MATCH,MATCH,Three Phase Electric Motor,52930,DIFF,DIFF,DIFF,NO
Moter stater,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
HUMSER 12V 10RPM,DC Geared Motor,25556,Medium,DC Motor,445,DIFF,DIFF,DC Micro Motors,25372,DIFF,DIFF,DIFF,NO
geared motor,Gear Motor,29373,High,Helical Geared Motor,43308,DIFF,DIFF,Gear Motor,29373,MATCH,MATCH,DIFF,NO
2285625342 statorhv 2030,Stators,7863,Medium,Stators,7863,MATCH,MATCH,Stators,7863,MATCH,MATCH,MATCH,YES
slipring motor,Slip Ring Motor,37228,High,Slip Ring Motor,37228,MATCH,MATCH,Slip Ring Motor,37228,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0SB0 0.12 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Kisrloskar Motar,Kirloskar Electric Motor,185261,High,Klockner Motor,203386,DIFF,DIFF,Klockner Motoren,206066,DIFF,DIFF,DIFF,NO
Gate Motor,Gate Motor,29337,High,Electric Sliding Gate Motor,52905,DIFF,DIFF,Electric Sliding Gate Motor,52905,DIFF,DIFF,MATCH,NO
vibratory motor,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
270Hp Siemens Motor,Siemens Electric Motor,184089,High,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
bft deimos bt a600 gate motor,Gate Motor,29337,High,Electric Sliding Gate Motor,52905,DIFF,DIFF,Electric Sliding Gate Motor,52905,DIFF,DIFF,MATCH,NO
Panasonic Servo Motor MHMF042L1U2M  400Watt,Panasonic AC Servo Motor,187161,High,Panasonic AC Servo Motor,187161,MATCH,MATCH,Panasonic AC Servo Motor,187161,MATCH,MATCH,MATCH,YES
3000 rpm Siemens 1FL6062-1AC61-0AA1 Servo Motor,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
fv5029 010,Rotary Actuators,36873,Medium,Hydraulic Motor,10834,DIFF,DIFF,Cooler Motor,52897,DIFF,DIFF,DIFF,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0SB0 0.57 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
fv5029-010,Rotary Actuators,36873,Medium,Servo Motor,448,DIFF,DIFF,Cooler Motor,52897,DIFF,DIFF,DIFF,NO
DC Motor Carbon Brushes,DC Motor Carbon Brushes,133005,High,DC Motor Carbon Brushes,133005,MATCH,MATCH,DC Motor Carbon Brushes,133005,MATCH,MATCH,MATCH,YES
Three Phase Dol Motor Starter,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
three phase 2800 rpm 2 0.25 hp electric vibro motor,Three Phase Electric Motor,52930,High,Concrete Vibrator Motor,184082,DIFF,DIFF,Vibration Motor,2743,DIFF,DIFF,DIFF,NO
Motor Encoder,Motor Encoder,166373,High,Motor Encoder,166373,MATCH,MATCH,Motor Encoder,166373,MATCH,MATCH,MATCH,YES
macwell brand motor,Electric Motor,1274,High,Macwell Electric Motor,189725,DIFF,DIFF,Macwell Motor,203386,DIFF,DIFF,DIFF,NO
macwel brand motor,Electric Motor,1274,High,Macwel Motor,203386,DIFF,DIFF,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
gearmoter,Gear Motor,29373,High,Gear Motor,29373,MATCH,MATCH,Gear Motor,29373,MATCH,MATCH,MATCH,YES
3 phase 40 hp oil starter,Oil Starter,142116,High,Oil Starter,142116,MATCH,MATCH,Oil Starter,142116,MATCH,MATCH,MATCH,YES
my cool star,Cooler Motor,52897,Medium,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
DC Shunt Motor,DC Shunt Motor,190648,High,Shunt Motor,52915,DIFF,DIFF,Shunt Motor,19084,DIFF,DIFF,DIFF,NO
Cooler Motor 1 Inch,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
Stirrer Motor,Stirrer Motor,142027,High,DC Geared Motor,25556,DIFF,DIFF,Stirrer Motors,30367,DIFF,DIFF,DIFF,NO
Acurater plate,Actuators,3148,High,Motor Plate,190101,DIFF,DIFF,Motor Plate,190101,DIFF,DIFF,MATCH,NO
Weg- Germany 2880RPM Motor,Weg Motor,657268,High,Weg Motor,657268,MATCH,MATCH,Weg Electric Motor,184089,DIFF,DIFF,DIFF,NO
pump-starter,Pump Starter,146491,High,Pump Starter,146491,MATCH,MATCH,Pump Starter,146491,MATCH,MATCH,MATCH,YES
2283752193 motor6v 20a,Electric Motor,1274,Medium,DC Motor,445,DIFF,DIFF,DC Motor,445,DIFF,DIFF,MATCH,NO
Fanuc AC Servo Motor 0.35kW 6000 A06B-0115-B103 and Pulsecoder,Fanuc Servo Motor,445329,High,Fanuc Servo Motor,445329,MATCH,MATCH,Fanuc Servo Motor,445329,MATCH,MATCH,MATCH,YES
PowerSpeed Armature For 9005 N Makita,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
Crompton Motor 10 HP 960 Rpm,Crompton Motors,446133,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
Blower Motors,Blower Motors,23098,High,Blower Motors,23098,MATCH,MATCH,Blower Motors,23098,MATCH,MATCH,MATCH,YES
three phase 2800 rpm 2 0.25 hp single phase vibro motors,Vibration Motor,2743,Medium,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
AC Induction Motor,AC Induction Motor,21550,High,AC Induction Motor,21550,MATCH,MATCH,AC Induction Motor,21550,MATCH,MATCH,MATCH,YES
Siemens 1440RPM Three Phase Flange Motor,Siemens Electric Motor,184089,High,Three Phase Motor,2415,DIFF,DIFF,Siemens Electric Motor,184089,MATCH,MATCH,DIFF,NO
Havells Induction Motors,Havells Induction Motors,203370,High,Havells Induction Motors,203370,MATCH,MATCH,Havells Induction Motors,203370,MATCH,MATCH,MATCH,YES
cast iron general,Cast Iron,24504,High,Electric Motor,1274,DIFF,DIFF,Cast Iron Motor,122215,DIFF,DIFF,DIFF,NO
AC Motor,AC Motor,444,High,AC Motor,444,MATCH,MATCH,AC Motor,444,MATCH,MATCH,MATCH,YES
20 hp motor,Electric Motor,1274,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
rs 555 high speed dc motor 5000rpm,High Speed Motor,30367,High,High Speed Motor,30367,MATCH,MATCH,High Speed DC Motor,4463,DIFF,DIFF,DIFF,NO
dc ware,DC Motor,445,Medium,DC Motor,445,MATCH,MATCH,DC Motor,445,MATCH,MATCH,MATCH,YES
ABB 50 HP Three Phase Electric Motors,ABB Electric Motor,181114,High,ABB Electric Motor,181114,MATCH,MATCH,ABB Electric Motor,181114,MATCH,MATCH,MATCH,YES
electric-actuator,Electric Actuator,27216,High,Electric Actuator,27216,MATCH,MATCH,Valve Actuators,40795,DIFF,DIFF,DIFF,NO
dc 12v gear motor,DC Geared Motor,25556,High,DC Geared Motor,25556,MATCH,MATCH,DC Geared Motor,25556,MATCH,MATCH,MATCH,YES
CG make  electric motor,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
1le7501‑1bb23‑5aa4,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
brush for electronics,Electric Brushes,108128,Medium,Electronic Motor Brushes,133005,DIFF,DIFF,Industrial Carbon Brushes,145615,DIFF,DIFF,DIFF,NO
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0 1 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
power-tool-carbon-brush,Power Tool Carbon Brush,190885,High,Power Tool Carbon Brush,190885,MATCH,MATCH,Power Tool Carbon Brush,190885,MATCH,MATCH,MATCH,YES
thrive architect latest version,Electric Motor,1274,Medium,AC Motor,444,DIFF,DIFF,DC Motor,445,DIFF,DIFF,DIFF,NO
Kirloskar make electric motor,Kirloskar Electric Motor,185261,High,Kirloskar Electric Motor,185261,MATCH,MATCH,Kirloskar Electric Motor,185261,MATCH,MATCH,MATCH,YES
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RB1,Siemens Servo Motors,184102,Medium,Siemens Servo Motors,184102,MATCH,MATCH,Synchronous Motor,18917,DIFF,DIFF,DIFF,NO
Hindustan Geared Motors,Hindustan AC Motor,203386,Medium,Hindustan AC Motor,203386,MATCH,MATCH,Hindustan AC Motor,203386,MATCH,MATCH,MATCH,YES
vibro shift motor,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
Steper Motor,Stepper Motor,18794,High,Stepper Motor,18794,MATCH,MATCH,Stepper Motor,18794,MATCH,MATCH,MATCH,YES
bonfiglioli riduttori motor be71-b4 230/400-50 ip55 clf b5,Bonfiglioli Geared Motor,193153,Medium,Bonfiglioli Geared Motor,193153,MATCH,MATCH,Bonfiglioli Geared Motor,193153,MATCH,MATCH,MATCH,YES
Stater,Starters,7853,High,Stators,7863,DIFF,DIFF,Stators,7863,DIFF,DIFF,MATCH,NO
Motor 160kw,Electric Motor,1274,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Electric Motor,52930,DIFF,DIFF,MATCH,NO
Bharat Bijlee Electric Motor,Bharat Bijlee AC Motor,203388,High,Bharat Bijlee AC Motor,203388,MATCH,MATCH,Bharat Bijlee AC Motor,203388,MATCH,MATCH,MATCH,YES
75 HP Crompton Industrial Motors,Crompton Greaves Industrial Motors,193884,High,Crompton Greaves Industrial Motors,193884,MATCH,MATCH,Crompton Greaves Industrial Motors,193884,MATCH,MATCH,MATCH,YES
Double Motor Vacuum Cleaner,Vacuum Cleaner Motors,40749,Medium,Vacuum Cleaner Motors,40749,MATCH,MATCH,Double Side Vacuum Motor,443716,DIFF,DIFF,DIFF,NO
synchronous-motor,Synchronous Motor,18917,High,AC Synchronous Motor,45525,DIFF,DIFF,Single Phase AC Synchronous Motor,19219,DIFF,DIFF,DIFF,NO
C Beam Linear Actuator,Linear Actuator,32181,High,Linear Actuator,32181,MATCH,MATCH,Linear Actuator,32181,MATCH,MATCH,MATCH,YES
Siemens Make Electric Motor,Siemens Electric Motor,184089,High,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
Abb Make Electric Motor,ABB Electric Motor,181114,High,ABB Electric Motor,181114,MATCH,MATCH,ABB Electric Motor,181114,MATCH,MATCH,MATCH,YES
5r/min 1.5w 50/60hz motor,B&R Servo Motors,442571,Medium,DC Motor,445,DIFF,DIFF,DC Motor,445,DIFF,DIFF,MATCH,NO
Direct Drive Motor For Juki,Hydraulic Drive Motor,29652,High,Spindle Motors,38084,DIFF,DIFF,Spindle Motors,38084,DIFF,DIFF,MATCH,NO
5hp flour mill motor,Flour Mill Electric Motor,182597,High,Flour Mill Electric Motor,182597,MATCH,MATCH,Flour Mill Electric Motor,182597,MATCH,MATCH,MATCH,YES
Alternator Carbon Brush,Alternator Carbon Brush,106203,High,Alternator Carbon Brush,106203,MATCH,MATCH,Carbon Brush,903,DIFF,DIFF,DIFF,NO
5hp motor,Electric Motor,1274,High,Three Phase Electric Motor,52930,DIFF,DIFF,Single Phase Motors,9484,DIFF,DIFF,DIFF,NO
Vane Type Hydraulic Motor,Vane Type Hydraulic Motor,19908,High,Vane Type Hydraulic Motor,19908,MATCH,MATCH,Vane Type Hydraulic Motor,19908,MATCH,MATCH,MATCH,YES
Crompton Industrial Motors 75 hp,Crompton Greaves Industrial Motors,193884,High,Crompton Greaves Industrial Motors,193884,MATCH,MATCH,Crompton Greaves Industrial Motors,193884,MATCH,MATCH,MATCH,YES
11KW Kirloskar Electric Motor,Kirloskar Electric Motor,185261,High,Kirloskar Electric Motor,185261,MATCH,MATCH,Kirloskar Electric Motor,185261,MATCH,MATCH,MATCH,YES
3 phase 2 piece l&t Motor Starter,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
DOL STRTERS,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
ng80,Three Phase Motor,2415,Medium,Air Conditioner Motor,186009,DIFF,DIFF,Three Phase Electric Motor,52930,DIFF,DIFF,DIFF,NO
general electric sfk01,General Electric AC Motors,181196,High,Air Conditioner Motor,186009,DIFF,DIFF,Electric Motor,1274,DIFF,DIFF,DIFF,NO
Heavy Duty Rotary Air Motor,Air Motors,21680,Medium,Air Motors,21680,MATCH,MATCH,Air Motors,21680,MATCH,MATCH,MATCH,YES
ac motor indoor,Air Conditioner Motor,186009,High,AC Motor,444,DIFF,DIFF,AC Motor,444,DIFF,DIFF,MATCH,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
dc-motor-spare,DC Motor Spare,188276,High,Motor Parts,150022,DIFF,DIFF,DC Motor,445,DIFF,DIFF,DIFF,NO
Motor Parts,Motor Parts,150022,High,Motor Parts,150022,MATCH,MATCH,Motor Parts,150022,MATCH,MATCH,MATCH,YES
वाइब्रो शिफ्ट मोटर,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
Marathon Electric Motor,Marathon Electric Motor,181116,High,Marathon Electric Motor,181116,MATCH,MATCH,Marathon Electric Motor,181116,MATCH,MATCH,MATCH,YES
Shakti Dol Starter,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
2 HP single phase,Single Phase Motors,9484,High,Single Phase Motors,9484,MATCH,MATCH,Single Phase Motors,9484,MATCH,MATCH,MATCH,YES
6ik180gu 240 w motor,AC Geared Motor,21549,High,Three Phase Gear Motor,150167,DIFF,DIFF,Siemens Servo Motors,184102,DIFF,DIFF,DIFF,NO
Telemetry Encoder Unit,Motor Encoder,166373,Medium,Motor Encoder,166373,MATCH,MATCH,Motor Encoder,166373,MATCH,MATCH,MATCH,YES
dc-geared-motor,DC Geared Motor,25556,High,DC Geared Motor,25556,MATCH,MATCH,DC Geared Motor,25556,MATCH,MATCH,MATCH,YES
Motorized Actuators,Motorized Actuators,167393,High,Motorized Actuators,167393,MATCH,MATCH,Motorized Actuators,167393,MATCH,MATCH,MATCH,YES
Dc Brake For Electric Motor,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Brake Motors,21078,MATCH,MATCH,MATCH,YES
desert type aluminum 32 mm 1 inch kit cooler motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
1.5 kw crompton single phase motor,Single Phase Motors,9484,High,Single Phase Motors,9484,MATCH,MATCH,Single Phase Electric Motor,52927,DIFF,DIFF,DIFF,NO
ac motor 20w,AC Motor,444,High,AC Motor,444,MATCH,MATCH,AC Motor,444,MATCH,MATCH,MATCH,YES
Dc fan motor,Fan Motor,28231,High,Fan Motor,28231,MATCH,MATCH,Fan Motor,28231,MATCH,MATCH,MATCH,YES
ac motor 10w,AC Motor,444,High,AC Motor,444,MATCH,MATCH,AC Motor,444,MATCH,MATCH,MATCH,YES
10hp motor,Electric Motor,1274,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Motor,2415,DIFF,DIFF,DIFF,NO
6FC5357-0BA11-1AE0,Siemens Servo Motors,184102,Medium,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Indigo Self Armature,Self Armature,443618,High,Motor Armature,167444,DIFF,DIFF,Self Armature,443618,MATCH,MATCH,DIFF,NO
leadshine l7 series servo ac servo motor,AC Servo Motor,14970,High,AC Servo Motor,14970,MATCH,MATCH,AC Servo Motor,14970,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
10m3flow rate 30 mtr headpumpwith motor,Pump Head,137593,Medium,Single Phase Motors,9484,DIFF,DIFF,Pump with Motor,131722,DIFF,DIFF,DIFF,NO
Traction Motor,Lift Motor,77611,High,Lift Motor,77611,MATCH,MATCH,Lift Motor,77611,MATCH,MATCH,MATCH,YES
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,AC Servo Motor,14970,Medium,AC Servo Motor,14970,MATCH,MATCH,AC Servo Motor,14970,MATCH,MATCH,MATCH,YES
Dol Motor Starters Paragon,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
3 phase motor start,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
oil-filled 3 hp 25 single phase motor starter,Single Phase Motor Starter,226793,High,Single Phase Motor Starter,226793,MATCH,MATCH,Single Phase Motor Starter,226793,MATCH,MATCH,MATCH,YES
SMC Electric Actuator,SMC Actuators,203381,High,SMC Actuators,203381,MATCH,MATCH,SMC Actuators,203381,MATCH,MATCH,MATCH,YES
1FK2104-6AF11-0MB0,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
digital dol starter,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
Slider Type Electric Actuator,Electric Actuator,27216,High,Electric Actuator,27216,MATCH,MATCH,Electric Actuator,27216,MATCH,MATCH,MATCH,YES
seedprod latest version,Electric Motor,1274,Medium,Stepper Motor,18794,DIFF,DIFF,Stepper Motor,18794,DIFF,DIFF,MATCH,NO
Siemens 75 HP Foot Mounted Electric Motors,Siemens Electric Motor,184089,High,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
Grow art 3 phase hybrid,Hybrid Stepper Motor,15599,Medium,3 Phase Motor,2415,DIFF,DIFF,Motor Starter,33567,DIFF,DIFF,DIFF,NO
gbru 1 min auto switch,Automotive Switches,27,High,Motor Automatic Switch,140407,DIFF,DIFF,Motor Automatic Switch,140407,DIFF,DIFF,MATCH,NO
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
armature,Armature,25,High,Armature,25,MATCH,MATCH,Motor Armature,167444,DIFF,DIFF,DIFF,NO
ecma-ca1010ss delta servo motor,Delta Servo Motors,193996,High,Delta Servo Motors,193996,MATCH,MATCH,Delta Servo Motors,193996,MATCH,MATCH,MATCH,YES
table fan motor,Fan Motor,28231,High,Fan Motor,28231,MATCH,MATCH,Fan Motor,28231,MATCH,MATCH,MATCH,YES
20W ALUMINUM HOUSING,Aluminium Housings,4693,High,Aluminum Housings,4693,MATCH,DIFF,Aluminium Housings,4693,MATCH,MATCH,MATCH,YES
motor panvel,Electric Motor,1274,High,Motor Parts,150022,DIFF,DIFF,Electric Motor,1274,MATCH,MATCH,DIFF,NO
40 HP  Siemens Electric Motors,Siemens Electric Motor,184089,High,Siemens Electric Motor,184089,MATCH,MATCH,Siemens Electric Motor,184089,MATCH,MATCH,MATCH,YES
hindustan package,Hindustan AC Motor,203386,High,Bharat Bijlee AC Motor,203388,DIFF,DIFF,Hindustan AC Motor,203386,MATCH,MATCH,DIFF,NO
Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905,High,Electric Sliding Gate Motor,52905,MATCH,MATCH,Electric Sliding Gate Motor,52905,MATCH,MATCH,MATCH,YES
800 RPM Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905,High,Gate Motor,29337,DIFF,DIFF,Electric Sliding Gate Motor,52905,MATCH,MATCH,DIFF,NO
HF-SP152 servo motor mitsubishi,Mitsubishi Servo Motors,184101,High,Mitsubishi Servo Motors,184101,MATCH,MATCH,Mitsubishi Servo Motors,184101,MATCH,MATCH,MATCH,YES
1000 RPM Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905,High,Electric Sliding Gate Motor,52905,MATCH,MATCH,Electric Sliding Gate Motor,52905,MATCH,MATCH,MATCH,YES
Gear and Vane Motors,Air Vane Motor,84523,High,Vane Type Hydraulic Motor,19908,DIFF,DIFF,Vane Type Hydraulic Motor,19908,DIFF,DIFF,MATCH,NO
high power mini dc water motors project,DC Motor,445,Medium,DC Motor,445,MATCH,MATCH,DC Motor,445,MATCH,MATCH,MATCH,YES
high power mini dc water motors for project near badlapur,DC Motor,445,Medium,DC Motor,445,MATCH,MATCH,DC Motor,445,MATCH,MATCH,MATCH,YES
775 dc motor bihpuri,DC Motor,445,High,DC Motor,445,MATCH,MATCH,DC Motor,445,MATCH,MATCH,MATCH,YES
775 dc motor near agra bichpuri,DC Motor,445,High,DC Motor,445,MATCH,MATCH,DC Motor,445,MATCH,MATCH,MATCH,YES
24v dc coffee machine motor,Coffee Vending Machine Parts,139261,High,DC Motor,445,DIFF,DIFF,DC Motor,445,DIFF,DIFF,MATCH,NO
Crompton Geared Motor,Helical Geared Motor,43308,Medium,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
