success,query,attr_count,isq_list,isq_pipe,raw_output,request_number,error
True,"automatic hdpe film extrusion machine, capacity: 100 kg/hr, voltage: 230 v, phase: 3 phase",8,"['automatic:automation grade:specification', 'hdpe:product type:specification', 'film:product type:specification', 'extrusion:machine type:specification', 'machine:product:specification', '100 kg/hr:capacity:specification', '230 v:voltage:specification', '3 phase:phase:specification']",automatic:automation grade:specification | hdpe:product type:specification | film:product type:specification | extrusion:machine type:specification | machine:product:specification | 100 kg/hr:capacity:specification | 230 v:voltage:specification | 3 phase:phase:specification,"[""automatic:automation grade:specification"", ""hdpe:product type:specification"", ""film:product type:specification"", ""extrusion:machine type:specification"", ""machine:product:specification"", ""100 kg/hr:capacity:specification"", ""230 v:voltage:specification"", ""3 phase:phase:specification""]",752,
True,50 ton plastic recycling extruder,4,"['50 ton:capacity:specification', 'plastic:material to be extruded:specification', 'recycling:usage/application:specification', 'extruder:product:specification']",50 ton:capacity:specification | plastic:material to be extruded:specification | recycling:usage/application:specification | extruder:product:specification,"[""50 ton:capacity:specification"", ""plastic:material to be extruded:specification"", ""recycling:usage/application:specification"", ""extruder:product:specification""]",753,
True,double die extruder for plastic processing 1 tpd,4,"['double die:design:specification', 'extruder:machine type:specification', 'plastic processing:usage/application:specification', '1 tpd:capacity:specification']",double die:design:specification | extruder:machine type:specification | plastic processing:usage/application:specification | 1 tpd:capacity:specification,"[""double die:design:specification"", ""extruder:machine type:specification"", ""plastic processing:usage/application:specification"", ""1 tpd:capacity:specification""]",754,
True,herbal extraction plant 240 v single phase,3,"['herbal extraction plant:product:specification', '240 v:voltage:specification', 'single phase:phase:specification']",herbal extraction plant:product:specification | 240 v:voltage:specification | single phase:phase:specification,"[""herbal extraction plant:product:specification"", ""240 v:voltage:specification"", ""single phase:phase:specification""]",755,
True,"solid phase extraction system machine specifications - brand: kabra, capacity: 20 kg, voltage: 220 v, phase: 1 phase, body material: stainless steel, automation: fully automatic",7,"['solid phase extraction system machine:product:specification', 'kabra:brand:specification', '20 kg:capacity:specification', '220 v:voltage:specification', '1 phase:phase:specification', 'stainless steel:body material:specification', 'fully automatic:automation grade:specification']",solid phase extraction system machine:product:specification | kabra:brand:specification | 20 kg:capacity:specification | 220 v:voltage:specification | 1 phase:phase:specification | stainless steel:body material:specification | fully automatic:automation grade:specification,"[""solid phase extraction system machine:product:specification"", ""kabra:brand:specification"", ""20 kg:capacity:specification"", ""220 v:voltage:specification"", ""1 phase:phase:specification"", ""stainless steel:body material:specification"", ""fully automatic:automation grade:specification""]",756,
True,mild steel gold refining machine 100 kg capacity,3,"['mild steel:body material:specification', 'gold refining machine:product:specification', '100 kg:capacity:specification']",mild steel:body material:specification | gold refining machine:product:specification | 100 kg:capacity:specification,"[""mild steel:body material:specification"", ""gold refining machine:product:specification"", ""100 kg:capacity:specification""]",757,
True,"semi-automatic solid phase extraction system for food processing, capacity: 5 ton, power: 15 kw",6,"['semi-automatic:automation grade:specification', 'solid phase:extraction type:specification', 'extraction system:product:specification', 'food processing:usage/application:specification', '5 ton:capacity:specification', '15 kw:power:specification']",semi-automatic:automation grade:specification | solid phase:extraction type:specification | extraction system:product:specification | food processing:usage/application:specification | 5 ton:capacity:specification | 15 kw:power:specification,"[""semi-automatic:automation grade:specification"", ""solid phase:extraction type:specification"", ""extraction system:product:specification"", ""food processing:usage/application:specification"", ""5 ton:capacity:specification"", ""15 kw:power:specification""]",758,
True,"multi layer extruder machine specifications - brand: rajco, capacity: 50 kg, voltage: 480 v, phase: single phase, body material: pvc, automation: automatic",8,"['multi layer:machine type:specification', 'extruder machine:product:specification', 'rajco:brand:specification', '50 kg:capacity:specification', '480 v:voltage:specification', 'single phase:phase:specification', 'pvc:body material:specification', 'automatic:automation grade:specification']",multi layer:machine type:specification | extruder machine:product:specification | rajco:brand:specification | 50 kg:capacity:specification | 480 v:voltage:specification | single phase:phase:specification | pvc:body material:specification | automatic:automation grade:specification,"[""multi layer:machine type:specification"", ""extruder machine:product:specification"", ""rajco:brand:specification"", ""50 kg:capacity:specification"", ""480 v:voltage:specification"", ""single phase:phase:specification"", ""pvc:body material:specification"", ""automatic:automation grade:specification""]",759,
True,ss body metal recovery plant 1000 kg/hr,3,"['ss:body material:specification', 'metal recovery plant:product:specification', '1000 kg/hr:capacity:specification']",ss:body material:specification | metal recovery plant:product:specification | 1000 kg/hr:capacity:specification,"[""ss:body material:specification"", ""metal recovery plant:product:specification"", ""1000 kg/hr:capacity:specification""]",760,
True,"fully automatic ss 304 liquid extraction system, capacity: 100 ton, voltage: 415 v, phase: single phase",6,"['fully automatic:automation grade:specification', 'ss 304:body material:specification', 'liquid extraction system:product:specification', '100 ton:capacity:specification', '415 v:voltage:specification', 'single phase:phase:specification']",fully automatic:automation grade:specification | ss 304:body material:specification | liquid extraction system:product:specification | 100 ton:capacity:specification | 415 v:voltage:specification | single phase:phase:specification,"[""fully automatic:automation grade:specification"", ""ss 304:body material:specification"", ""liquid extraction system:product:specification"", ""100 ton:capacity:specification"", ""415 v:voltage:specification"", ""single phase:phase:specification""]",761,
