success,query,attr_count,isq_list,isq_pipe,raw_output,request_number,error
True,"tube extrusion machine - rajco make, 10 ton, pp, three phase",5,"['rajco:brand:specification', '10 ton:capacity:specification', 'pp:body material:specification', 'three phase:phase:specification', 'tube extrusion machine:product type:specification']",rajco:brand:specification | 10 ton:capacity:specification | pp:body material:specification | three phase:phase:specification | tube extrusion machine:product type:specification,"[""rajco:brand:specification"", ""10 ton:capacity:specification"", ""pp:body material:specification"", ""three phase:phase:specification"", ""tube extrusion machine:product type:specification""]",62,
True,pvc lab extruder,2,"['pvc:material to be extruded:specification', 'extruder:product type:specification']",pvc:material to be extruded:specification | extruder:product type:specification,"[""pvc:material to be extruded:specification"", ""extruder:product type:specification""]",63,
True,"industrial grade automatic film extrusion machine with twin screw design, 1000 kg/hr capacity, operating voltage 400 v, three phase, ss 304 body material",0,[],,,64,
True,"popular manual herbal extraction plant, 20 kg, 400 v, 3 phase",5,"['manual:automation grade:specification', 'herbal extraction plant:product type:specification', '20 kg:capacity:specification', '400 v:voltage:specification', '3 phase:phase:specification']",manual:automation grade:specification | herbal extraction plant:product type:specification | 20 kg:capacity:specification | 400 v:voltage:specification | 3 phase:phase:specification,"[""manual:automation grade:specification"", ""herbal extraction plant:product type:specification"", ""20 kg:capacity:specification"", ""400 v:voltage:specification"", ""3 phase:phase:specification""]",65,
True,30 kg fully automatic conical twin screw extruder,0,[],,,66,
True,industrial oil extraction plant unique 10 ton 440 v semi-automatic,6,"['industrial:usage/application:specification', 'oil extraction plant:product:specification', 'unique:design:specification', '10 ton:capacity:specification', '440 v:voltage:specification', 'semi-automatic:automation grade:specification']",industrial:usage/application:specification | oil extraction plant:product:specification | unique:design:specification | 10 ton:capacity:specification | 440 v:voltage:specification | semi-automatic:automation grade:specification,"[""industrial:usage/application:specification"", ""oil extraction plant:product:specification"", ""unique:design:specification"", ""10 ton:capacity:specification"", ""440 v:voltage:specification"", ""semi-automatic:automation grade:specification""]",67,
True,mother baby extruder for food processing 25 kg,0,[],,,68,
True,wire extruder with 10 hp power 400 v,1,"['so this is straightforward. ""400 v:voltage:specification"".']","so this is straightforward. ""400 v:voltage:specification"".","<think>
Okay, let""s tackle this query: ""wire extruder with 10 hp power 400 v"". 

First, I need to identify all the product-related attributes. The main product here is a ""wire extruder"", so that""s the product type. 

Looking at the training data, ""wire extruder"" would fall under ""product type"" or ""machine type"". In the examples, ""extruder"" was categorized under ""product:specification"". So I""ll note ""wire extruder:product:specification"".

Next, the query mentions ""10 hp power"". The attribute ""power"" is in the training data with examples like ""0.5 kva"", ""2 hp"", etc. So ""10 hp"" should be under ""power:specification"".

Then there""s ""400 v"". The voltage attribute in the training data includes values like ""400 v"", so this is straightforward. ""400 v:voltage:specification"".

I should check if there are any other attributes. The query doesn""t mention materials, size, brand, etc. So only the three attributes identified. 

Make sure the format is correct: each entry is ""attribute_value:attribute_name:specification"". The product type here is ""wire extruder"", which is a product attribute. The power and voltage are specifications. 

No other attributes like brand or capacity are present. So the final output should be the three entries.",69,
True,30 kg automatic metal refining plant 380 v 1 phase hdpe body,2,"['so I""ll note ""refining plant:product type:specification"".', 'so that""s ""1 phase:phase:specification"".']","so I""ll note ""refining plant:product type:specification"". | so that""s ""1 phase:phase:specification"".","<think>
Okay, let""s tackle this query: ""30 kg automatic metal refining plant 380 v 1 phase hdpe body"". 

First, I need to break down each part of the query to identify the attributes. 

Starting with ""30 kg"". That""s a quantity with a unit, so it""s likely the capacity. From the training data, the ""capacity"" attribute includes values like ""100 kg/hr"" or ""500 tpd"". Here, ""30 kg"" fits under capacity. So I""ll map that to ""capacity:specification"".

Next is ""automatic"". Looking at the training data, ""automation grade"" has values like ""automatic"", ""semi-automatic"", etc. So ""automatic"" here would be under ""automation grade:specification"".

Then ""metal refining plant"". The product type in the training data includes things like ""refinery"", ""extraction"", etc. ""Refining plant"" is a product type, so I""ll note ""refining plant:product type:specification"".

""380 v"" is a voltage. The training data lists ""voltage"" with values like ""380 v"", so that""s straightforward: ""380 v:voltage:specification"".

""1 phase"" refers to the phase of the electrical system. The ""phase"" attribute in training data includes ""1 phase"", so that""s ""1 phase:phase:specification"".

Lastly, ""hd",70,
True,25 kg three phase solvent extraction plant,0,[],,,71,
True,1000 liter automatic lab extruder,4,"['1000 liter:capacity:specification', 'automatic:automation grade:specification', 'lab:usage/application:specification', 'extruder:product:specification']",1000 liter:capacity:specification | automatic:automation grade:specification | lab:usage/application:specification | extruder:product:specification,"[""1000 liter:capacity:specification"", ""automatic:automation grade:specification"", ""lab:usage/application:specification"", ""extruder:product:specification""]",72,
True,"curcumin extraction plant for recycling use, 50 tpd, 380 v, turbo brand",0,[],,,73,
True,"high quality automatic basket extruder conical type, 5 kg/hr, 440 v supply, three phase, titanium body, mahindra brand for agricultural",11,"['high quality:quality:specification', 'automatic:automation grade:specification', 'basket extruder:product type:specification', 'conical:type:specification', '5 kg/hr:capacity:specification', '440 v:voltage:specification', 'supply:power supply:specification', 'three phase:phase:specification', 'titanium:body material:specification', 'mahindra:brand:specification', 'agricultural:usage/application:specification']",high quality:quality:specification | automatic:automation grade:specification | basket extruder:product type:specification | conical:type:specification | 5 kg/hr:capacity:specification | 440 v:voltage:specification | supply:power supply:specification | three phase:phase:specification | titanium:body material:specification | mahindra:brand:specification | agricultural:usage/application:specification,"[""high quality:quality:specification"", ""automatic:automation grade:specification"", ""basket extruder:product type:specification"", ""conical:type:specification"", ""5 kg/hr:capacity:specification"", ""440 v:voltage:specification"", ""supply:power supply:specification"", ""three phase:phase:specification"", ""titanium:body material:specification"", ""mahindra:brand:specification"", ""agricultural:usage/application:specification""]",74,
