query,ground_truth_count,qmeans_attr_count,gemini_attr_count,groundtruth_attr_key_1,groundtruth_attr_value_1,groundtruth_attr_key_2,groundtruth_attr_value_2,groundtruth_attr_key_3,groundtruth_attr_value_3,groundtruth_attr_key_4,groundtruth_attr_value_4,groundtruth_attr_key_5,groundtruth_attr_value_5,groundtruth_attr_key_6,groundtruth_attr_value_6,groundtruth_attr_key_7,groundtruth_attr_value_7,groundtruth_attr_key_8,groundtruth_attr_value_8,groundtruth_attr_key_9,groundtruth_attr_value_9,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,COUNT_MATCH,HIGH_COUNT,qmeans_vs_gemini_attr_1_key_match,qmeans_vs_gemini_attr_1_value_match,qmeans_vs_gemini_attr_2_key_match,qmeans_vs_gemini_attr_2_value_match,qmeans_vs_gemini_attr_3_key_match,qmeans_vs_gemini_attr_3_value_match,qmeans_vs_gemini_attr_4_key_match,qmeans_vs_gemini_attr_4_value_match,qmeans_vs_gemini_attr_5_key_match,qmeans_vs_gemini_attr_5_value_match,qmeans_vs_gemini_attr_6_key_match,qmeans_vs_gemini_attr_6_value_match,qmeans_vs_gemini_attr_7_key_match,qmeans_vs_gemini_attr_7_value_match,qmeans_vs_gemini_attr_8_key_match,qmeans_vs_gemini_attr_8_value_match,qmeans_vs_gemini_attr_9_key_match,qmeans_vs_gemini_attr_9_value_match,gemini_vs_qmeans_attr_1_key_match,gemini_vs_qmeans_attr_1_value_match,gemini_vs_qmeans_attr_2_key_match,gemini_vs_qmeans_attr_2_value_match,gemini_vs_qmeans_attr_3_key_match,gemini_vs_qmeans_attr_3_value_match,gemini_vs_qmeans_attr_4_key_match,gemini_vs_qmeans_attr_4_value_match,gemini_vs_qmeans_attr_5_key_match,gemini_vs_qmeans_attr_5_value_match,gemini_vs_qmeans_attr_6_key_match,gemini_vs_qmeans_attr_6_value_match,gemini_vs_qmeans_attr_7_key_match,gemini_vs_qmeans_attr_7_value_match,gemini_vs_qmeans_attr_8_key_match,gemini_vs_qmeans_attr_8_value_match,gemini_vs_qmeans_attr_9_key_match,gemini_vs_qmeans_attr_9_value_match,groundtruth_vs_qmeans_attr_1_key_match,groundtruth_vs_qmeans_attr_1_value_match,groundtruth_vs_qmeans_attr_2_key_match,groundtruth_vs_qmeans_attr_2_value_match,groundtruth_vs_qmeans_attr_3_key_match,groundtruth_vs_qmeans_attr_3_value_match,groundtruth_vs_qmeans_attr_4_key_match,groundtruth_vs_qmeans_attr_4_value_match,groundtruth_vs_qmeans_attr_5_key_match,groundtruth_vs_qmeans_attr_5_value_match,groundtruth_vs_qmeans_attr_6_key_match,groundtruth_vs_qmeans_attr_6_value_match,groundtruth_vs_qmeans_attr_7_key_match,groundtruth_vs_qmeans_attr_7_value_match,groundtruth_vs_qmeans_attr_8_key_match,groundtruth_vs_qmeans_attr_8_value_match,groundtruth_vs_qmeans_attr_9_key_match,groundtruth_vs_qmeans_attr_9_value_match,groundtruth_vs_gemini_attr_1_key_match,groundtruth_vs_gemini_attr_1_value_match,groundtruth_vs_gemini_attr_2_key_match,groundtruth_vs_gemini_attr_2_value_match,groundtruth_vs_gemini_attr_3_key_match,groundtruth_vs_gemini_attr_3_value_match,groundtruth_vs_gemini_attr_4_key_match,groundtruth_vs_gemini_attr_4_value_match,groundtruth_vs_gemini_attr_5_key_match,groundtruth_vs_gemini_attr_5_value_match,groundtruth_vs_gemini_attr_6_key_match,groundtruth_vs_gemini_attr_6_value_match,groundtruth_vs_gemini_attr_7_key_match,groundtruth_vs_gemini_attr_7_value_match,groundtruth_vs_gemini_attr_8_key_match,groundtruth_vs_gemini_attr_8_value_match,groundtruth_vs_gemini_attr_9_key_match,groundtruth_vs_gemini_attr_9_value_match
metal recovery plant for plastic processing 50 ton,3,1,3,capacity,50 ton,product,metal recovery plant,usage/application,plastic processing,,,,,,,,,,,,,capacity,50 ton,material to be extruded,metal,,,material to be extruded,plastic,,,weight,50 ton,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
100 ton semi-automatic multi layer extruder,3,4,3,automation grade,semi-automatic,capacity,100 ton,product,multi layer extruder,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi-automatic,capacity,100 ton,capacity,100 tpd,layer,multi layer,layer,multilayer,type,extruder,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,
basket extruder for pharmaceutical,2,1,0,product,basket extruder,usage/application,pharmaceutical,,,,,,,,,,,,,,,usage,pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
labh group double die extruder 200 kg,3,3,3,brand,labh group,capacity,200 kg,product,double die extruder,,,,,,,,,,,,,brand,labh group,capacity(kg/hr,200 kg,capacity,200 kg,screw design,twin screw,type,extruder,type of extruder,twin screw,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
industrial jockey extruder mahindra 500 kg/hr 240 v manual,6,6,3,automation grade,manual,brand,mahindra,capacity,500 kg/hr,product,jockey extruder,usage/application,industrial,voltage,240 v,,,,,,,automation grade,manual,automation grade,manual,brand,jockey,production capacity,500 kg/hr,capacity,500 kg/hr,voltage,240 v,type,extruder,,,usage,industrial,,,voltage,240 v,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,
"semi-automatic ss wire extruder, capacity: 10 tpd, voltage: 440 v, phase: 1 phase",6,4,5,automation grade,semi-automatic,body material,ss,capacity,10 tpd,phase,1 phase,product,wire extruder,voltage,440 v,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,capacity,10 tpd,body material,ss,material,ss,capacity,10 tpd,phase,1,phase,1 phase,,,voltage,440 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,PARTIAL,,,,,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,FALSE,NA,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,
"multi layer extruder - co-rotating design, 10 kg output, 440 v, three phase, cast iron construction, turbo brand, automatic operation",8,3,6,automation grade,automatic,body material,cast iron,brand,turbo,capacity,10 kg,phase,three phase,product,multi layer extruder,screw design,co-rotating,voltage,440 v,,,automation grade,automatic,automation grade,automatic,brand,turbo,body material,cast iron,material,cast iron,capacity(kg,10 kg,,,phase,three phase,,,screw design,twin screw,,,voltage,440 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,
"pvc extruder - parallel design, 200 kg/hr output, 480 v, single phase, stainless steel construction, turbo brand, semi-automatic operation",8,4,6,automation grade,semi-automatic,body material,stainless steel,brand,turbo,capacity,200 kg/hr,phase,single phase,product,pvc extruder,screw design,parallel,voltage,480 v,,,automation grade,semi-automatic,automation grade,semi-automatic,brand,turbo,body material,stainless steel,capacity,200 kg/hr,brand,turbo,material,stainless steel,phase,single phase,,,production capacity,200 kg/hr,,,voltage,480 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,
100 tpd sheet extruder cast iron body,3,2,2,body material,cast iron,capacity,100 tpd,product,sheet extruder,,,,,,,,,,,,,capacity,100 tpd,body material,cast iron,material,cast iron,capacity,100 tpd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
semi-automatic aluminium epe foam extruder,3,4,2,automation grade,semi-automatic,body material,aluminium,product,epe foam extruder,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,material,aluminium,material to be extruded,aluminium,type,extruder,,,usage,foam,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
cable extruder 480 v 50 hz,3,3,2,frequency,50 hz,product,cable extruder,voltage,480 v,,,,,,,,,,,,,frequency,50 hz,frequency,50 hz,type,extruder,voltage,480 v,voltage,480 v,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
ss co-rotating twin screw extruder,2,2,2,body material,ss,product,co-rotating twin screw extruder,,,,,,,,,,,,,,,material,ss,body material,ss,type,screw extruder,screw design,twin screw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
"looking for automatic film extrusion machine with specifications: capacity 100 tpd, voltage 400 v, phase 1 phase, body material ss, application plastic processing",7,3,5,automation grade,automatic,body material,ss,capacity,100 tpd,phase,1 phase,product,film extrusion machine,usage/application,plastic processing,voltage,400 v,,,,,automation grade,automatic,automation grade,automatic,capacity,100,body material,ss,material,plastic,material to be extruded,plastic,,,phase,1 phase,,,voltage,400 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,PARTIAL,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,
twin screw wpc extruder 10 kg/hr semi-automatic 415 v,5,5,4,automation grade,semi-automatic,capacity,10 kg/hr,product,wpc extruder,screw design,twin screw,voltage,415 v,,,,,,,,,automation grade,semi-automatic,automation grade,semi-automatic,capacity,10 kg/hr,production capacity,10 kg/hr,material,wpc,screw design,twin screw,type,extruder,voltage,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,
300 kg/hr manual copper extraction plant 380 v 1 phase pvc body,6,6,6,automation grade,manual,body material,pvc,capacity,300 kg/hr,phase,1 phase,product,copper extraction plant,voltage,380 v,,,,,,,automation grade,manual,automation grade,manual,capacity,300 kg/hr,body material,pvc,material,pvc,material to be extruded,copper,phase,1 phase,phase,1 phase,usage,copper extraction,production capacity,300 kg/hr,voltage,380 v,voltage,380 v,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,
mahindra semi-automatic copper extraction plant,3,3,2,automation grade,semi-automatic,brand,mahindra,product,copper extraction plant,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,brand,mahindra,material to be extruded,copper,usage,copper extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"manual ss extruder machine, capacity: 200 liter, voltage: 480 v, phase: 1 phase",6,4,5,automation grade,manual,body material,ss,capacity,200 liter,phase,1 phase,product,extruder machine,voltage,480 v,,,,,,,automation grade,manual,automation grade,manual,capacity,200,body material,ss,material,ss,capacity(kg,200,phase,1,phase,1 phase,,,voltage,480 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,PARTIAL,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,PARTIAL,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,PARTIAL,TRUE,PARTIAL,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,
20 tpd manual blown film extrusion machine,3,2,3,automation grade,manual,capacity,20 tpd,product,blown film extrusion machine,,,,,,,,,,,,,capacity,20 tpd,automation grade,manual,machine type,manual,capacity,20 tpd,,,machine type,blown film extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
fully automatic foam extruder 220 v,3,3,2,automation grade,fully automatic,product,foam extruder,voltage,220 v,,,,,,,,,,,,,automation grade,automatic,automation grade,fully automatic,type,extruder,voltage,220 v,voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
"mother baby extruder for packaging use, 50 ton, 220 v, turbo brand",5,4,4,brand,turbo,capacity,50 ton,product,mother baby extruder,usage/application,packaging,voltage,220 v,,,,,,,,,brand,turbo,application,packaging,capacity,50 ton,capacity,50 ton,type,extruder,type,mother baby extruder,usage,packaging,voltage,220 v,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,
ss 304 body centrifuge extractor with 300 kg/hr capacity and 415 v voltage,4,4,3,body material,ss 304,capacity,300 kg/hr,product,centrifuge extractor,voltage,415 v,,,,,,,,,,,capacity,300 kg/hr,body material,ss,material grade,ss 304,production capacity,300 kg/hr,product,centrifuge,voltage,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,PARTIAL,TRUE,TRUE,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,
"labh group semi-automatic silver refining plant, 1 tpd, 480 v, 3 phase",6,3,5,automation grade,semi-automatic,brand,labh group,capacity,1 tpd,phase,3 phase,product,silver refining plant,voltage,480 v,,,,,,,automation grade,semi-automatic,automation grade,semi-automatic,brand,labh group,capacity,1 tpd,phase,3 phase,phase,three phase,,,usage/application,silver refining plant,,,voltage (v,480 v,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,
pp multi layer extruder 200 kg capacity,3,4,2,body material,pp,capacity,200 kg,product,multi layer extruder,,,,,,,,,,,,,capacity,200 kg,body material,pp,layer,multi layer,capacity,200 kg,material,pp,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
laxmi manual silver refinery machine,3,2,0,automation grade,manual,brand,laxmi,product,silver refinery machine,,,,,,,,,,,,,automation grade,manual,,,brand,laxmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
25 kg/hr automatic jockey extruder,3,3,0,automation grade,automatic,capacity,25 kg/hr,product,jockey extruder,,,,,,,,,,,,,brand,jockey,,,capacity,25 kg/hr,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
100 kg/hr manual conical twin screw extruder 480 v 3 phase ss 304 body,6,5,8,automation grade,manual,body material,ss 304,capacity,100 kg/hr,phase,3 phase,product,conical twin screw extruder,voltage,480 v,,,,,,,automation grade,manual,automation grade,manual,capacity,100 kg/hr,machine body material,ss 304,machine type,twin screw extruder,material grade,ss 304,phase,3 phase,phase,three phase,voltage,480 v,production capacity,100 kg/hr,,,screw design,conical,,,screw design,twin screw,,,voltage,480 v,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,
200 kg/hr automatic oleoresin extraction plant,3,3,2,automation grade,automatic,capacity,200 kg/hr,product,oleoresin extraction plant,,,,,,,,,,,,,automation grade,automatic,automation grade,automatic,capacity,200 kg/hr,production capacity,200 kg/hr,product,oleoresin extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
new plastic recycling extruder,2,3,0,condition,new,product,plastic recycling extruder,,,,,,,,,,,,,,,condition,new,,,type,extruder,,,usage,plastic recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
aluminium extrusion plant for recycling,2,3,0,product,aluminium extrusion plant,usage/application,recycling,,,,,,,,,,,,,,,machine name,extrusion,,,material,aluminium,,,usage,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
gold refinery plant with 50 hp power 415 v,3,3,2,power,50 hp,product,gold refinery plant,voltage,415 v,,,,,,,,,,,,,motor power,50 hp,motor power,50 hp,usage,gold,voltage (v,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"high quality automatic wire extruder conical type, 300 kg/hr, 230 v supply, 3 phase, stainless steel body, prism brand for wire & cable",9,5,6,automation grade,automatic,body material,stainless steel,brand,prism,capacity,300 kg/hr,phase,3 phase,product,wire extruder,screw design,conical,usage/application,wire & cable,voltage,230 v,automation grade,automatic,automation grade,automatic,brand,prism,body material,stainless steel,capacity,300 kg/hr,phase,3 phase,material,stainless steel,production capacity,300 kg/hr,model name/number,extruder,usage/application,wire & cable,,,voltage supply,230 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA
monolayer extruder machine 100 liter output 400 v three phase hdpe,5,4,5,body material,hdpe,capacity,100 liter,phase,three phase,product,monolayer extruder,voltage,400 v,,,,,,,,,capacity,100 liter,capacity(litre,100 liter,material,hdpe,layer,monolayer,phase,three phase,material to be extruded,hdpe,voltage,400 v,phase,three phase,,,voltage,400 v,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,
conical mother baby extruder 5 kg fully automatic 440 v,5,5,4,automation grade,fully automatic,capacity,5 kg,product,mother baby extruder,screw design,conical,voltage,440 v,,,,,,,,,automation grade,automatic,automation grade,fully automatic,capacity,5 kg,capacity(kg,5 kg,shape,conical,screw design,conical,type,extruder,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,PARTIAL,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,PARTIAL,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,
