query,success,key_count,raw_output,attributes_json
zd motor 25 w small ac geared motors 220v,True,4,"{""power"": ""small"", ""voltage"": ""ac geared motors 220v"", ""motor type"": ""zd motor"", ""wattage"": ""25w""}","{""power"": ""small"", ""voltage"": ""ac geared motors 220v"", ""motor type"": ""zd motor"", ""wattage"": ""25w""}"
kitchen hood motor,True,2,"{""hood"": ""kitchen"", ""power source"": ""motor""}","{""hood"": ""kitchen"", ""power source"": ""motor""}"
kapcon simi cooler motor,True,3,"{""product"": ""simi cooler"", ""brand"": ""kapcon"", ""power source"": ""motor""}","{""product"": ""simi cooler"", ""brand"": ""kapcon"", ""power source"": ""motor""}"
Jayashree Rotory Encoder Hollow Shaft,True,3,"{""Encoder Type"": ""Rotary Encoder"", ""Shaft"": ""Hollow Shaft"", ""Brand/Name"": ""Jayashree""}","{""Encoder Type"": ""Rotary Encoder"", ""Shaft"": ""Hollow Shaft"", ""Brand/Name"": ""Jayashree""}"
20w fan dc motor,True,3,"{""power"": ""20w"", ""feature"": ""fan"", ""motor type"": ""dc motor""}","{""power"": ""20w"", ""feature"": ""fan"", ""motor type"": ""dc motor""}"
Wet Rice Grinders AUE Motors,True,2,"{""product"": ""Wet Rice Grinders"", ""brand/supplier"": ""AUE Motors""}","{""product"": ""Wet Rice Grinders"", ""brand/supplier"": ""AUE Motors""}"
Electronic Starter,True,1,"{""starter type"": ""Electronic""}","{""starter type"": ""Electronic""}"
AC Synchronous Motors,True,1,"{""motor type"": ""AC Synchronous Motors""}","{""motor type"": ""AC Synchronous Motors""}"
Jayashree Encoder  : Hollow Shaft  J-50T,True,3,"{""Encoder"": ""Hollow Shaft"", ""Brand"": ""Jayashree"", ""Model Number"": ""J-50T""}","{""Encoder"": ""Hollow Shaft"", ""Brand"": ""Jayashree"", ""Model Number"": ""J-50T""}"
Motor,True,1,"{""power"": ""Motor""}","{""power"": ""Motor""}"
Remi Centrifuge Carbon Brush,True,2,"{""attribute"": ""Carbon Brush"", ""centrifuge type"": ""Remi""}","{""attribute"": ""Carbon Brush"", ""centrifuge type"": ""Remi""}"
High po re,True,1,"{""po re"": ""High""}","{""po re"": ""High""}"
volvo & ir l&t case vibration motor shaft,True,2,"{""motor"": ""vibration motor"", ""shaft"": ""volvo & ir l&t case""}","{""motor"": ""vibration motor"", ""shaft"": ""volvo & ir l&t case""}"
Rawat+Induction+Motors,True,2,"{""attributes"": ""Rawat+"", ""power source"": ""+Induction+Motors""}","{""attributes"": ""Rawat+"", ""power source"": ""+Induction+Motors""}"
havells single phase motor,True,2,"{""motor"": ""single phase motor"", ""brand"": ""havells""}","{""motor"": ""single phase motor"", ""brand"": ""havells""}"
HAVELLS 3 PHASE MOTORSIE2/IE3,True,3,"{""power"": ""3 PHASE"", ""brand"": ""HAVELLS"", ""motor type"": ""MOTORSIE2/IE3""}","{""power"": ""3 PHASE"", ""brand"": ""HAVELLS"", ""motor type"": ""MOTORSIE2/IE3""}"
DHARMENDRA,True,1,"{""name"": ""DHARMENDRA""}","{""name"": ""DHARMENDRA""}"
vertical helical gear motor 5 hp,True,3,"{""power"": ""5 hp"", ""motor type"": ""helical gear motor"", ""orientation"": ""vertical""}","{""power"": ""5 hp"", ""motor type"": ""helical gear motor"", ""orientation"": ""vertical""}"
Bosch parts,True,2,"{""parts"": ""Bosch"", ""query"": """"}","{""parts"": ""Bosch"", ""query"": """"}"
Panasonic AC Servo Motor,True,1,"{""motor"": ""Panasonic AC Servo Motor""}","{""motor"": ""Panasonic AC Servo Motor""}"
squirrel-cage-motors,True,1,"{""motor"": ""squirrel-cage-motors""}","{""motor"": ""squirrel-cage-motors""}"
Belimo Damper Actuator,True,2,"{""Damper"": ""Actuator"", ""Brand"": ""Belimo""}","{""Damper"": ""Actuator"", ""Brand"": ""Belimo""}"
Squirrel Cage Induction Motor tefc type,False,0,"{""motor"": ""Induction Motor"", ""cage type"": ""Squirrel Cage"", ""tefc type""}",
fn20c motor,True,2,"{""function"": ""motor"", ""fn"": ""fn20c""}","{""function"": ""motor"", ""fn"": ""fn20c""}"
fireproof motor,True,2,"{""attribute"": ""fireproof"", ""power source"": ""motor""}","{""attribute"": ""fireproof"", ""power source"": ""motor""}"
Minas A6 Panasonic  Servo Motor & Driver,True,3,"{""brand"": ""Panasonic"", ""motor_driver"": ""Servo Motor & Driver"", ""attributes"": [""Minas A6""]}","{""brand"": ""Panasonic"", ""motor_driver"": ""Servo Motor & Driver"", ""attributes"": [""Minas A6""]}"
Planetary Gear Motor,True,1,"{""motor"": ""Planetary Gear Motor""}","{""motor"": ""Planetary Gear Motor""}"
Squirrel Cage Induction Motor tefc type 415v,False,0,"{""motor"": ""Induction Motor"", ""cage type"": ""Squirrel Cage"", ""voltage"": ""415v"", ""tefc type""}",
vertical helical gear motor,True,2,"{""motor"": ""helical gear motor"", ""orientation"": ""vertical""}","{""motor"": ""helical gear motor"", ""orientation"": ""vertical""}"
2 advanced features 2 10 hp mobile starter,True,5,"{""features"": ""advanced features"", ""power source"": ""mobile starter"", ""quantity"": ""2"", ""hp"": ""10 hp"", ""attribute"": ""2""}","{""features"": ""advanced features"", ""power source"": ""mobile starter"", ""quantity"": ""2"", ""hp"": ""10 hp"", ""attribute"": ""2""}"
Helical Geared Motor,True,2,"{""motor"": ""Helical"", ""drive"": ""Geared Motor""}","{""motor"": ""Helical"", ""drive"": ""Geared Motor""}"
dvd motor,True,2,"{""motor"": ""dvd"", ""key_attribute"": ""motor""}","{""motor"": ""dvd"", ""key_attribute"": ""motor""}"
2 hp three phase induction motor,True,4,"{""power"": ""two"", ""motor type"": ""induction motor"", ""phase"": ""three phase"", ""hp"": ""2""}","{""power"": ""two"", ""motor type"": ""induction motor"", ""phase"": ""three phase"", ""hp"": ""2""}"
Direct oil immersed starter skn Kelson U Kit Set,False,0,"{""kit"": ""U Kit Set"", ""oil immersed starter"", ""skn Kelson""}",
Rolling Shutter Motor,True,2,"{""feature"": ""Rolling"", ""power source"": ""Motor""}","{""feature"": ""Rolling"", ""power source"": ""Motor""}"
Delton Three Single Phase Oil Starter,False,0,"{""phase"": ""Single Phase"", ""oil starter""}",
Shaft Encoder,True,1,"{""component"": ""Shaft Encoder""}","{""component"": ""Shaft Encoder""}"
CTV 110 Unimotion Servo Motor,True,3,"{""product_code"": ""CTV 110"", ""motor_type"": ""Servo Motor"", ""brand"": ""Unimotion""}","{""product_code"": ""CTV 110"", ""motor_type"": ""Servo Motor"", ""brand"": ""Unimotion""}"
Crompton Single Phase Motor,True,2,"{""motor"": ""Single Phase Motor"", ""brand"": ""Crompton""}","{""motor"": ""Single Phase Motor"", ""brand"": ""Crompton""}"
crompton single phase cooler motor,True,3,"{""phase"": ""single"", ""brand"": ""crompton"", ""attribute"": ""cooler motor""}","{""phase"": ""single"", ""brand"": ""crompton"", ""attribute"": ""cooler motor""}"
crompton greaves energy efficient motor,True,2,"{""motor"": ""energy efficient motor"", ""brand"": ""crompton greaves""}","{""motor"": ""energy efficient motor"", ""brand"": ""crompton greaves""}"
180 Watt Electro Magnetic Brake Motor,True,3,"{""Feature"": ""Electro Magnetic Brake"", ""Power"": ""180 Watt"", ""Component"": ""Motor""}","{""Feature"": ""Electro Magnetic Brake"", ""Power"": ""180 Watt"", ""Component"": ""Motor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-5AK00-0SB0 0.12 kW,True,4,"{""motor"": ""SERVO MOTOR"", ""power"": ""0.12 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2104-""}","{""motor"": ""SERVO MOTOR"", ""power"": ""0.12 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2104-""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF10-0SA0 2.7 kW,True,3,"{""power"": ""2.7 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 SERVO MOTOR 1FK2106-"" , ""suffix"": ""-0SA0""}","{""power"": ""2.7 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 SERVO MOTOR 1FK2106-"", ""suffix"": ""-0SA0""}"
Servo Motor,True,1,"{""motor"": ""Servo Motor""}","{""motor"": ""Servo Motor""}"
copper sewing machine motor armature,True,3,"{""material"": ""copper"", ""type"": ""sewing machine"", ""components"": [""motor"", ""armature""]}","{""material"": ""copper"", ""type"": ""sewing machine"", ""components"": [""motor"", ""armature""]}"
cooler motor high speed,True,3,"{""feature"": ""high speed"", ""component"": ""motor"", ""type"": ""cooler""}","{""feature"": ""high speed"", ""component"": ""motor"", ""type"": ""cooler""}"
cooler hee motor,True,2,"{""attribute"": ""cooler"", ""motor type"": ""hee motor""}","{""attribute"": ""cooler"", ""motor type"": ""hee motor""}"
Kerovit Ege Actuation Plate,True,2,"{""Actuation"": ""Plate"", ""Brand/Model"": ""Kerovit Ege""}","{""Actuation"": ""Plate"", ""Brand/Model"": ""Kerovit Ege""}"
ABB Soft Starters,True,2,"{""starter type"": ""Soft Starters"", ""brand"": ""ABB""}","{""starter type"": ""Soft Starters"", ""brand"": ""ABB""}"
Bullet Farrata Fan Motor,True,3,"{""fan type"": ""Farrata Fan"", ""motor"": ""Motor"", ""style"": ""Bullet""}","{""fan type"": ""Farrata Fan"", ""motor"": ""Motor"", ""style"": ""Bullet""}"
happymodel motor,True,2,"{""motor"": ""motor"", ""brand/model"": ""happymodel""}","{""motor"": ""motor"", ""brand/model"": ""happymodel""}"
Double Shaft Motor,True,2,"{""key"": ""Double Shaft"", ""power source"": ""Motor""}","{""key"": ""Double Shaft"", ""power source"": ""Motor""}"
incubator turning motor,True,2,"{""motor"": ""turning motor"", ""product type"": ""incubator""}","{""motor"": ""turning motor"", ""product type"": ""incubator""}"
abb motor,True,1,"{""motor"": ""abb motor""}","{""motor"": ""abb motor""}"
2hp single phase motor cg model gf7010,True,3,"{""power"": ""single phase motor"", ""cg model"": ""gf7010"", ""motor power"": ""2hp""}","{""power"": ""single phase motor"", ""cg model"": ""gf7010"", ""motor power"": ""2hp""}"
2hp single phase motor near kolkata cg model no gf7010,False,0,"{""power"": ""single phase motor"", ""cg model no"", ""location"": ""near kolkata"", ""gf7010""}",
100 HP Slip Ring Motor Starter,True,3,"{""motor"": ""Slip Ring Motor"", ""power"": ""100 HP"", ""attribute"": ""Starter""}","{""motor"": ""Slip Ring Motor"", ""power"": ""100 HP"", ""attribute"": ""Starter""}"
battery operated pmdc motor,True,2,"{""power source"": ""battery operated"", ""motor type"": ""pmdc motor""}","{""power source"": ""battery operated"", ""motor type"": ""pmdc motor""}"
Automatic Door Motor,True,2,"{""door"": ""Automatic"", ""power source"": ""Motor""}","{""door"": ""Automatic"", ""power source"": ""Motor""}"
Automatic Rolling Shutters Motor,True,2,"{""feature"": ""Automatic"", ""power source"": ""Motor""}","{""feature"": ""Automatic"", ""power source"": ""Motor""}"
Nxu Gear Brake Motor In Pune,True,3,"{""city"": ""In Pune"", ""attribute1"": ""Nxu"", ""feature"": ""Gear Brake Motor""}","{""city"": ""In Pune"", ""attribute1"": ""Nxu"", ""feature"": ""Gear Brake Motor""}"
Bosch Carbon Brushes,True,3,"{""attribute"": ""Carbon"", ""brand"": ""Bosch"", ""type"": ""Brushes""}","{""attribute"": ""Carbon"", ""brand"": ""Bosch"", ""type"": ""Brushes""}"
1 piece 750 watt 3000 rpm AC Servo Motor,True,4,"{""motor"": ""AC Servo Motor"", ""quantity"": ""1 piece"", ""speed"": ""3000 rpm"", ""power"": ""750 watt""}","{""motor"": ""AC Servo Motor"", ""quantity"": ""1 piece"", ""speed"": ""3000 rpm"", ""power"": ""750 watt""}"
Arun D O L Motor Starter,True,3,"{""brand"": ""Arun"", ""power source"": ""Motor Starter"", ""product type"": ""D O L""}","{""brand"": ""Arun"", ""power source"": ""Motor Starter"", ""product type"": ""D O L""}"
v12 mobile starter,True,2,"{""starter"": ""mobile"", ""version"": ""v12""}","{""starter"": ""mobile"", ""version"": ""v12""}"
1 hp motor,True,1,"{""power"": ""1 hp motor""}","{""power"": ""1 hp motor""}"
angle grinder armature,True,2,"{""grinder type"": ""angle grinder"", ""part"": ""armature""}","{""grinder type"": ""angle grinder"", ""part"": ""armature""}"
ola motor,True,1,"{""motor"": ""ola motor""}","{""motor"": ""ola motor""}"
altistart 22 soft starters,True,3,"{""attribute"": ""soft starters"", ""brand"": ""altistart"", ""quantity"": ""22""}","{""attribute"": ""soft starters"", ""brand"": ""altistart"", ""quantity"": ""22""}"
tawagawa hollow encoder ts 5700n8500,False,0,"{""encoder"": ""hollow"", ""series"": ""ts 5700n8200"", ""tawagawa""}",
tawagawa hollow encoder ts-5700n8500,True,3,"{""encoder"": ""hollow"", ""product_code"": ""ts-5700n8200"", ""brand"": ""tawagawa""}","{""encoder"": ""hollow"", ""product_code"": ""ts-5700n8200"", ""brand"": ""tawagawa""}"
actuator model %3A rr a50 d,False,0,"{""attribute"": ""d"", ""%3a rr a50 d""}",
86HS120 Two Phase Stepper Motor,True,3,"{""motor"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""product code"": ""86HS120""}","{""motor"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""product code"": ""86HS120""}"
86 HS 65 Two Phase Stepper Motor,True,4,"{""Motor Type"": ""Stepper Motor"", ""Phase"": ""Two Phase"", ""HS Code"": ""65"", ""Code"": ""86 HS""}","{""Motor Type"": ""Stepper Motor"", ""Phase"": ""Two Phase"", ""HS Code"": ""65"", ""Code"": ""86 HS""}"
Ola motot,True,2,"{""brand"": ""Ola"", ""motorized"": ""motot""}","{""brand"": ""Ola"", ""motorized"": ""motot""}"
Swing Gate Motor,True,2,"{""gate type"": ""Swing Gate"", ""power source"": ""Motor""}","{""gate type"": ""Swing Gate"", ""power source"": ""Motor""}"
COPCARBON BRUSH 25X40X10,True,3,"{""attribute"": ""BRUSH"", ""product_code"": ""COPCACARBON"", ""dimensions"": ""25X40X1""}","{""attribute"": ""BRUSH"", ""product_code"": ""COPCACARBON"", ""dimensions"": ""25X40X1""}"
DC GEAR MOTOR,True,2,"{""power source"": ""DC"", ""type"": ""GEAR MOTOR""}","{""power source"": ""DC"", ""type"": ""GEAR MOTOR""}"
motor-armature,True,1,"{""power source"": ""motor-armature""}","{""power source"": ""motor-armature""}"
57 HS 22 Two Phase Stepper Motor,True,4,"{""Phase"": ""Two Phase"", ""Model Number"": ""HS 22"", ""Motor Type"": ""Stepper Motor"", ""Value"": ""57""}","{""Phase"": ""Two Phase"", ""Model Number"": ""HS 22"", ""Motor Type"": ""Stepper Motor"", ""Value"": ""57""}"
57 HS 13 Two Phase Stepper Motor,True,4,"{""HS"": ""13"", ""Phase"": ""Two Phase"", ""Motor Type"": ""Stepper Motor"", ""Key Value Attributes"": ""57""}","{""HS"": ""13"", ""Phase"": ""Two Phase"", ""Motor Type"": ""Stepper Motor"", ""Key Value Attributes"": ""57""}"
57 HS 09 Two Phase Stepper Motor,True,4,"{""HS"": ""09"", ""Phase"": ""Two Phase"", ""Model Number"": ""57 HS"", ""Motor Type"": ""Stepper Motor""}","{""HS"": ""09"", ""Phase"": ""Two Phase"", ""Model Number"": ""57 HS"", ""Motor Type"": ""Stepper Motor""}"
el%20tech%20motors,True,2,"{""brand"": ""el%"", ""technology"": ""%20tech%20motors""}","{""brand"": ""el%"", ""technology"": ""%20tech%20motors""}"
Leadshine ISV5713V36 1000 AC Servo Motor,True,4,"{""motor"": ""AC Servo Motor"", ""brand/product line"": ""Leadshine"", ""voltage"": ""ISV5713V38"", ""quantity"": ""1000""}","{""motor"": ""AC Servo Motor"", ""brand/product line"": ""Leadshine"", ""voltage"": ""ISV5713V38"", ""quantity"": ""1000""}"
PDA Sliding Gate Motor,True,2,"{""type"": ""PDA"", ""feature"": ""Sliding Gate Motor""}","{""type"": ""PDA"", ""feature"": ""Sliding Gate Motor""}"
42 HS 02 Two Phase Stepper Motor,True,4,"{""motor"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""attribute1"": ""HS 02"", ""code"": ""42 HS""}","{""motor"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""attribute1"": ""HS 02"", ""code"": ""42 HS""}"
Jencoder Hollow Type  Rotary Encoder J-50T,True,4,"{""Type"": ""Hollow Body"", ""Encoder"": ""Rotary Encoder"", ""Model Name/Number"": ""J-50T"", ""Brand"": ""Jencoder""}","{""Type"": ""Hollow Body"", ""Encoder"": ""Rotary Encoder"", ""Model Name/Number"": ""J-50T"", ""Brand"": ""Jencoder""}"
Inverter Duty Induction Motors,True,2,"{""feature"": ""Inverter Duty"", ""motors"": ""Induction Motors""}","{""feature"": ""Inverter Duty"", ""motors"": ""Induction Motors""}"
39 HS 02 Two Phase Stepper Motor,True,4,"{""key"": ""HS 02"", ""power source"": ""Two Phase"", ""motor type"": ""Stepper Motor"", ""attribute"": ""39""}","{""key"": ""HS 02"", ""power source"": ""Two Phase"", ""motor type"": ""Stepper Motor"", ""attribute"": ""39""}"
aluminium bell,True,2,"{""bell"": ""ring"", ""material"": ""aluminium""}","{""bell"": ""ring"", ""material"": ""aluminium""}"
spindle-motors,True,1,"{""power source"": ""spindle-motors""}","{""power source"": ""spindle-motors""}"
Schneider Ats48 Soft Starter Repairs,True,3,"{""product"": ""Repairs"", ""starter type"": ""Soft Starter"", ""query details"": ""Schneider Ats48""}","{""product"": ""Repairs"", ""starter type"": ""Soft Starter"", ""query details"": ""Schneider Ats48""}"
Jencoder Rotory Encoder : Hollow Type,True,2,"{""Encoder"": ""Rotary Encoder : Hollow Type"", ""Model Name/Number"": ""Jencoder""}","{""Encoder"": ""Rotary Encoder : Hollow Type"", ""Model Name/Number"": ""Jencoder""}"
swing starter,True,1,"{""feature"": ""swing starter""}","{""feature"": ""swing starter""}"
Rhino 12V DC 30RPM 70Kgcm IG32 Heavy Duty Planetary Geared Motor,True,6,"{""Motor"": ""Planetary Geared Motor"", ""Model ID"": ""IG32"", ""Weight"": ""70Kgcm"", ""Speed"": ""30RPM"", ""Power Source"": ""Rhino 12V DC"", ""Feature"": ""Heavy Duty""}","{""Motor"": ""Planetary Geared Motor"", ""Model ID"": ""IG32"", ""Weight"": ""70Kgcm"", ""Speed"": ""30RPM"", ""Power Source"": ""Rhino 12V DC"", ""Feature"": ""Heavy Duty""}"
18 inch g c exhaust fan motor housing,True,5,"{""feature"": ""g"", ""exhaust type"": ""c"", ""fan type"": ""exhaust fan"", ""motor location"": ""housing"", ""size"": ""18 inch""}","{""feature"": ""g"", ""exhaust type"": ""c"", ""fan type"": ""exhaust fan"", ""motor location"": ""housing"", ""size"": ""18 inch""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0,True,3,"{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part_number"": ""1FK2104-7AK01-1SKB0""}","{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part_number"": ""1FK2104-7AK01-1SKB0""}"
12v bldc,True,2,"{""voltage"": ""12v"", ""motor type"": ""bldc""}","{""voltage"": ""12v"", ""motor type"": ""bldc""}"
1 Inch Kit Cooler Motor,True,4,"{""size"": ""1 inch"", ""kit type"": ""Kit"", ""feature"": ""Cooler"", ""power source"": ""Motor""}","{""size"": ""1 inch"", ""kit type"": ""Kit"", ""feature"": ""Cooler"", ""power source"": ""Motor""}"
Jencoder Hollow Shaft Rotary Encoder J-50T,True,4,"{""Encoder Type"": ""Rotary Encoder"", ""Shaft"": ""Hollow Shaft"", ""Model Name/Number"": ""J-50T"", ""Brand"": ""Jencoder""}","{""Encoder Type"": ""Rotary Encoder"", ""Shaft"": ""Hollow Shaft"", ""Model Name/Number"": ""J-50T"", ""Brand"": ""Jencoder""}"
110HS20 Two Phase Stepper Motor,True,3,"{""motor"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""attributes"": [""110HS20""]}","{""motor"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""attributes"": [""110HS20""]}"
Toothed Belt Axis Egc-tb,True,2,"{""belt"": ""Toothed"", ""axis"": ""Egc-tb""}","{""belt"": ""Toothed"", ""axis"": ""Egc-tb""}"
lifting-column-actuator,True,1,"{""mechanism"": ""lifting-column-actuator""}","{""mechanism"": ""lifting-column-actuator""}"
Electric Rotary Actuators,True,2,"{""actuators"": ""Electric Rotary"", ""type of actuator"": ""Actuators""}","{""actuators"": ""Electric Rotary"", ""type of actuator"": ""Actuators""}"
Single Phase Motors,True,1,"{""power source"": ""Single Phase Motors""}","{""power source"": ""Single Phase Motors""}"
